Subject,Predicate,Object
Phosphor-S6RibosomalProtein,rdfs:label,pS6                  
PsychicAura,rdfs:label,Psychic Aura                  
PleomorhicXanthoastrocytoma,rdfs:label,PXA                  
ChildhoodAbsenceEpilepsy,rdfs:label,Pyknolepsy                  
PLPBP,rdfs:label,pyridoxal phosphate binding protein                  
PyschicAuraStatus,rdfs:label,Pyschic Aura Status                  
ImmatureMicroglialCell,rdfs:label,Quiescent microglia                  
IsocitrateDehydrogenase,rdfs:label,R132H                  
RABL2B,rdfs:label,"RAB, member of RAS oncogene family like 2B                  "
RadialGlialCell,rdfs:label,Radial glial fiber                  
RORA,rdfs:label,RAR related orphan receptor A                  
RORB,rdfs:label,RAR related orphan receptor B                  
RasmussenEncephalitis,rdfs:label,Rasmussen Encephalitis                  
ChronicProgressiveEpilepsiaPartialisContinuaofChildhood,rdfs:label,Rasmussen’s Encephalitis                  
Rat,rdfs:label,Rats                  
RapidEyeMovementBehaviorDisorder,rdfs:label,RBD                  
MatureMicroglialCell,rdfs:label,Reactive microglia                  
StraightGyrus,rdfs:label,Rectal gyrus                  
StraightGyrus,rdfs:label,Rectus gyrus                  
RELN,rdfs:label,reelin                  
CA1Field,rdfs:label,Regio I cornus ammonis                  
CA1Field,rdfs:label,Regio I hippocampi proprii                  
CA2Field,rdfs:label,Regio II cornus ammonis                  
CA2Field,rdfs:label,Regio II hippocampi proprii                  
CA3Field,rdfs:label,Regio III cornus ammonis                  
CA3Field,rdfs:label,Regio III hippocampi proprii                  
CA4Field,rdfs:label,Regio IV cornus ammonis                  
CA4Field,rdfs:label,Regio IV hippocampi proprii                  
CA1Field,rdfs:label,Regio superior of the hippocampus                  
CA1Field,rdfs:label,Region I of Ammon's horn                  
CA1Field,rdfs:label,Region I of hippocampus proper                  
CA2Field,rdfs:label,Region II of Ammon's horn                  
CA2Field,rdfs:label,Region II of hippocampus proper                  
CA3Field,rdfs:label,Region III of Ammon's horn                  
CA3Field,rdfs:label,Region III of hippocampus proper                  
CA4Field,rdfs:label,Region IV of Ammon's horn                  
CA4Field,rdfs:label,Region IV of hippocampus proper                  
RELA,rdfs:label,"RELA proto-oncogene, NF-kB subunit                  "
ImmatureMicroglialCell,rdfs:label,Resting microglia                  
RetrochiasmaticArea,rdfs:label,Retrochiasmatic Area                  
RightAmygdala,rdfs:label,Right Amygdala                  
RightArm,rdfs:label,Right Arm                  
RightFrontalLobeOrbitofrontalSegment,rdfs:label,Right Basal Frontal                  
RightBasalTemporalLobeSegment,rdfs:label,Right Basal Temporal                  
RightBigToe,rdfs:label,Right Big Toe                  
RightBrainstemSegment,rdfs:label,Right Brainstem Segment                  
RightCerebellumHemisphere,rdfs:label,Right Cerebellum Hemisphere                  
RightCerebralHemisphere,rdfs:label,Right Cerebral Hemisphere                  
RightCingulateGyrus,rdfs:label,Right cingulate gyrus                  
RightDorsalHypothalamicArea,rdfs:label,Right Dorsal Hypothalamic Area                  
RightEye,rdfs:label,Right Eye                  
RightFoot,rdfs:label,Right Foot                  
RightForearm,rdfs:label,Right Forearm                  
RightFourthToe,rdfs:label,Right Fourth Toe                  
Abcess,rdfs:label,Right Fronto Parietal Abcess                  
RightFrontalPole,rdfs:label,Right Fronto-Polar                  
RightHand,rdfs:label,Right Hand                  
Stroke,rdfs:label,Right Hemispheric Stroke                  
RightHippocampus,rdfs:label,Right hippocampus                  
RightIndexFinger,rdfs:label,Right Index Finger                  
RightInsula,rdfs:label,Right Insular                  
RightLateralFrontalLobeSegment,rdfs:label,Right Lateral Frontal                  
RightLateralParietalLobeSegment,rdfs:label,Right Lateral Parietal                  
RightLateralTemporalLobeSegment,rdfs:label,Right Lateral Temporal                  
RightLeg,rdfs:label,Right Leg                  
RightLittleFinger,rdfs:label,Right Little Finger                  
RightLittleToe,rdfs:label,Right Little Toe                  
RightMesialFrontalLobeSegment,rdfs:label,Right Mesial Frontal                  
RightMesialTemporalLobeSegment,rdfs:label,Right Mesial Temporal                  
RightMiddleFinger,rdfs:label,Right Middle Finger                  
RightOccipitalLobe,rdfs:label,Right Occipital                  
RightParietalLobe,rdfs:label,Right Parietal                  
RightRingFinger,rdfs:label,Right Ring Finger                  
RightShoulder,rdfs:label,Right Shoulder                  
RightSignOfFour,rdfs:label,Right Sign of 4                  
ScalpElectrode,rdfs:label,Right Sphenoidal                  
LeftSubiculum,rdfs:label,Right subiculum                  
RightTemporalLobe,rdfs:label,Right Temporal                  
RightTemporalPole,rdfs:label,Right Temporal-Polar                  
RightThirdToe,rdfs:label,Right Third Toe                  
RightThumb,rdfs:label,Right Thumb                  
RingFinger,rdfs:label,Ring Finger                  
RBFOX1,rdfs:label,RNA binding fox-1 homolog 1                  
RBFOX3,rdfs:label,RNA binding fox-1 homolog 3                  
POLR1C,rdfs:label,RNA polymerase I and III subunit C                  
Rosette-formingGlioneuronalTumor,rdfs:label,Rosette-forming glioneuronal neoplasm (morphologic abnormality)                  
Rosette-formingGlioneuronalTumor,rdfs:label,Rosette-forming glioneuronal tumor                  
SIK1B,rdfs:label,salt inducible kinase 1                  
PerineuronalSatelliteCell,rdfs:label,Satellite oligodendrocyte                  
SCARB2,rdfs:label,scavenger receptor class B member 2                  
SchwannCell,rdfs:label,Schwann cell                  
StatusEpilepticus,rdfs:label,SE                  
SecondToe,rdfs:label,Second Toe                  
SubependymalGiantCellAstrocytoma,rdfs:label,SEGA                  
CerebellumSegment,rdfs:label,Segment of Cerebellum                  
CerebralLobeSegment,rdfs:label,Segment of cerebral lobe                  
LimbicLobeGyrusSegment,rdfs:label,Segment of gyrus of limbic lobe                  
HippocampusSegment,rdfs:label,Segment of hippocampus                  
HippocampusProperSegment,rdfs:label,Segment of hippocampus proper                  
MetencephalonSegment,rdfs:label,Segment of Metencephalon Segment                  
SeizureConsciousnessState,rdfs:label,Seizure consciousness state                  
SeizureFeature,rdfs:label,Seizure feature                  
ParoxysmalEvent,rdfs:label,Seizure Semiology                  
SelfGrooming,rdfs:label,Self-grooming                  
SETD1A,rdfs:label,"SET domain containing 1A, histone lysine methyltransferase                  "
SETD1B,rdfs:label,"SET domain containing 1B, histone lysine methyltransferase                  "
DravetSyndrome,rdfs:label,SevereMyoclonicEpilepsyInInfancy                  
Gender,rdfs:label,Sex                  
SexualBehaviorMales,rdfs:label,SEX                  
SexualBehaviorMales,rdfs:label,Sexual behavior (Males)                  
SexualPeronealSensorySeizure,rdfs:label,Sexual Peroneal Sendory Seizure                  
SexualPeronealSensoryStatus,rdfs:label,Sexual Peroneal Sensory Status                  
SexualSeizure,rdfs:label,Sexual Seizure                  
SelfGrooming,rdfs:label,SG                  
SHANK3,rdfs:label,SH3 and multiple ankyrin repeat domains 3                  
SharpTransient,rdfs:label,Sharp transient                  
SharpWave,rdfs:label,Sharp Wave                  
SialorrheicSeizure,rdfs:label,Sialorrheic Seizure                  
SuddenInfantDeathSyndrome,rdfs:label,SIDS                  
SignOfFour,rdfs:label,Sign of 4                  
StressInducedHyperthermia,rdfs:label,SIH                  
ElementaryAuditoryAura,rdfs:label,Simple Auditory Aura                  
SimpleMotorSeizure,rdfs:label,Simple Motor Seizure                  
SimpleVisualHallucination,rdfs:label,Simple Visual Hallucination                  
SimpleVisualHallucinationStatus,rdfs:label,Simple Visual Hallucination Status                  
SleepStructure,rdfs:label,SLEEP                  
SleepDisorder,rdfs:label,Sleep disorder                  
SleepOnsetRapidEyeMovement,rdfs:label,Sleep Onset Rapid Eye Movement                  
SleepStructure,rdfs:label,Sleep structure                  
SleepRelatedElectroencephalogramPattern,rdfs:label,SleepRelatedEEGPattern                  
SlowSpikeWaveComplex,rdfs:label,Slow Spike-and-Wave Complex                  
SNIP1,rdfs:label,Smad nuclear interacting protein 1                  
DravetSyndrome,rdfs:label,SMEI                  
NeurofilamentHeavy_Unphosphorelated,rdfs:label,SMI311                  
SingleNucleotideVariant,rdfs:label,SNV                  
SocialTransmissionofFoodPreference,rdfs:label,Social transmission of food preference                  
SCN1A,rdfs:label,"sodium channel, voltage-gated, type I, alpha subunit                  "
SCN1B,rdfs:label,"sodium channel, voltage-gated, type I, beta subunit                  "
SCN2A,rdfs:label,"sodium channel, voltage-gated, type II, alpha subunit                  "
SCN3A,rdfs:label,sodium voltage-gated channel alpha subunit 3                  
SCN8A,rdfs:label,sodium voltage-gated channel alpha subunit 8                  
SCN9A,rdfs:label,sodium voltage-gated channel alpha subunit 9                  
SLC2A1,rdfs:label,solute carrier family 2 member 1                  
SLC35F1,rdfs:label,solute carrier family 35 member F1                  
SLC6A1,rdfs:label,solute carrier family 6 member 1                  
SomatosensoryAura,rdfs:label,Somatosensory Aura                  
SomatosensoryAuraStatus,rdfs:label,Somatosensory Aura Status                  
SomatotopicArrangement,rdfs:label,Somatotopic Arrangement                  
SleepWalking,rdfs:label,Somnambulism                  
SleepTalking,rdfs:label,Somniloquy                  
SNX27,rdfs:label,sorting nexin 27                  
BicipitalSpace,rdfs:label,Space of bicipital groove                  
EpilepticSpasm,rdfs:label,Spasm                  
SpecialSeizure,rdfs:label,Special Seizure                  
SpecialStatus,rdfs:label,Special Status                  
SPTAN1,rdfs:label,"spectrin alpha, non-erythrocytic 1                  "
SPAG1,rdfs:label,sperm associated antigen 1                  
SPATA5,rdfs:label,spermatogenesis associated 5                  
SpikeWaveComplex,rdfs:label,Spike-and-Wave Complex                  
SpindleStupor,rdfs:label,Spindle Stupor                  
MetabotropicGlutamateReceptor1,rdfs:label,SPINOCEREBELLAR ATAXIA 44                  
MetabotropicGlutamateReceptor1,rdfs:label,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 13                  "
SubclinicalRhythmicElectrographicDischargesinAdult,rdfs:label,SREDA                  
TranscriptionFactorSOX-1,rdfs:label,SRY-boxTranscriptionFactor1                  
SmallSharpSpike,rdfs:label,SSS                  
StatusPattern,rdfs:label,ST                  
STARD7,rdfs:label,StAR related lipid transfer domain containing 7                  
STRADA,rdfs:label,STE20 related adaptor alpha                  
SAMD12,rdfs:label,sterile alpha motif domain containing 12                  
SocialTransmissionofFoodPreference,rdfs:label,STFP                  
StimulusInducedSeizure,rdfs:label,Stimulus Induced Seizure                  
StopLostVariant,rdfs:label,Stop Lost                  
NonsenseVariant,rdfs:label,stop_gained                  
StopLostVariant,rdfs:label,stop_lost                  
StressInducedHyperthermia,rdfs:label,Stress-induced hyperthermia                  
StructuralCause,rdfs:label,Structural Cause                  
SubarachnoidHemorrhage,rdfs:label,Subarachnoid (aneurysmal) Hemorrhage                  
SubClinicalStatus,rdfs:label,Subclinical Status                  
NonConvulsiveSeizure,rdfs:label,SubClinicalSeizure                  
BodyProperSubdivision,rdfs:label,Subdivision of Body Proper                  
FaceSubdivision,rdfs:label,Subdivision of Face                  
HeadSubdivision,rdfs:label,Subdivision of Head                  
PectoralGirdleSubdivision,rdfs:label,Subdivision of Pectoral Girdle                  
Subiculum,rdfs:label,Subiculum hippocampi                  
SubstanceAbuse,rdfs:label,Substance Abuse                  
SubventricularNodularHeterotopia,rdfs:label,Subventricular nodular heterotopia                  
SuddenUnexpectedDeathinEpilepsy,rdfs:label,SUDEP                  
SuddenUnexpectedDeathinYoung,rdfs:label,SUDY                  
SuperiorFrontalGyrus,rdfs:label,Superior frontal convolution                  
SuperiorFrontalGyrus,rdfs:label,Superior frontal gyrus                  
SuperiorTemporalGyrus,rdfs:label,Superior temporal gyrus                  
SRPX2,rdfs:label,sushi repeat containing protein X-linked 2                  
SYN1,rdfs:label,synapsin I                  
Synaptophysin,rdfs:label,Synaptophysin antigen                  
SNAP25,rdfs:label,synaptosome associated protein 25                  
SynonymousVariant,rdfs:label,Synonymous                  
STX1B,rdfs:label,syntaxin 1B                  
STXBP1,rdfs:label,Syntaxin binding protein 1                  
SZT2,rdfs:label,SZT2 subunit of KICSTOR complex                  
TCell,rdfs:label,T lymphocyte                  
ClusterofDifferentiation3,rdfs:label,T3 Antigens                  
ClusterofDifferentiation3,rdfs:label,T3 Complex                  
ClusterofDifferentiation8,rdfs:label,"T8 Antigens, T Cell                  "
TachycardicSeizure,rdfs:label,Tachycardic Seizure                  
TailSuspensionTest,rdfs:label,Tail suspension test                  
TastePreferenceTest,rdfs:label,Taste preference test                  
TBC1D24,rdfs:label,TBC1 domain family member 24                  
TegretolXR,rdfs:label,Tegretol XR®                  
Tegretol,rdfs:label,Tegretol®                  
TelencephalonNeuralTissue,rdfs:label,Telencephalon Neural Tissue                  
TeleopsiaStatus,rdfs:label,Teleopsia Status                  
TemperatureInducedSeizure,rdfs:label,Temperature provoked seizure                  
TemporalLobe,rdfs:label,Temporal                  
Temporal10-10System,rdfs:label,Temporal 10-10 System                  
TemporalIntermittentRhythmicDeltaActivity,rdfs:label,Temporal Intermittent Rhythmic Delta Activity                  
TemporalPole,rdfs:label,Temporal-Polar                  
TemporalOperculum,rdfs:label,Temporo-Opercular                  
TemporoOpercularEpilepsy,rdfs:label,TemporoSylvian_Epilepsy                  
TerminalApnea,rdfs:label,Terminal apnea                  
TTC21B,rdfs:label,tetratricopeptide repeat domain 21B                  
ThermalSeizure,rdfs:label,Thermal Seizure                  
ThermalStatus,rdfs:label,Thermal Status                  
ThetaComaPattern,rdfs:label,Theta Coma                  
ThetaStuporPattern,rdfs:label,Theta Stupor                  
ThirdToe,rdfs:label,Third Toe                  
ThreeChamberTest,rdfs:label,Three-chamber test                  
TSHR,rdfs:label,thyroid stimulating hormone receptor                  
ToddsParalysis,rdfs:label,Todd's Paralysis                  
TonicClonicStatus,rdfs:label,Tonic Clonic Status                  
TonicSeizure,rdfs:label,Tonic Seizure                  
TonicStatus,rdfs:label,Tonic Status                  
TonicClonicSeizure,rdfs:label,Tonic-clonic Seizure                  
Topamax,rdfs:label,Topamax®                  
Phosphoprotein_p53,rdfs:label,TP53                  
TastePreferenceTest,rdfs:label,TPT                  
TRAPPC4,rdfs:label,trafficking protein particle complex 4                  
TRAPPC6B,rdfs:label,trafficking protein particle complex 6B                  
TRPM1,rdfs:label,transient receptor potential cation channel subfamily M member 1                  
TransverseFrontopolarGyrus,rdfs:label,Transverse frontopolar gyrus                  
TransverseTemporalGyrus,rdfs:label,Transverse temporal gyrus                  
TraumaticBrainInjury,rdfs:label,Traumatic Brain Injury                  
Stimulus,rdfs:label,Trigger                  
StimulusInducedSeizure,rdfs:label,TriggeredSeizure                  
Trileptal,rdfs:label,Trileptal®                  
TriphasicWave,rdfs:label,Triphasic Wave                  
TailSuspensionTest,rdfs:label,TST                  
TuberCinereum,rdfs:label,Tuber Cinereum                  
TuberousSclerosis,rdfs:label,Tuberous Sclerosis                  
TSC1,rdfs:label,Tuberous sclerosis complex subunit 1                  
TSC2,rdfs:label,Tuberous sclerosis complex subunit 2                  
TypicalDialepticSeizure,rdfs:label,Typical Dialeptic Seizure                  
TypicalDialepticStatus,rdfs:label,Typical Dialeptic Status                  
UBE4A,rdfs:label,ubiquitination factor E4A                  
DihydropyrimidinaseRelatedProtein5,rdfs:label,ULIP6                  
UltrasonicVocalizationsDdults,rdfs:label,Ultrasonic vocalizations-adults                  
UltrasonicVocalizationsPups,rdfs:label,Ultrasonic vocalizations-pups                  
DihydropyrimidinaseRelatedProtein5,rdfs:label,UNC33-like phosphoprotein 6                  
LOC101927919,rdfs:label,uncharacterized LOC101927919                  
LOC102724058,rdfs:label,uncharacterized LOC102724058                  
UnconditionedStimulus,rdfs:label,Unconditioned stimulus                  
UndifferentiatedAttentionDeficitDisorder,rdfs:label,Undifferentiated attention deficit disorder                  
UnilateralAutomatism,rdfs:label,Unilateral Automatism                  
UnilateralEpilepticSpasm,rdfs:label,Unilateral Epileptic Spasm                  
IpsilateralIctalBlinking,rdfs:label,Unilateral Eye Blinking                  
UnknownSeizureFrequency,rdfs:label,Unknown                  
UnknownCause,rdfs:label,Unknown Cause                  
LeucineRichGliomaInactivatedProtein1,rdfs:label,UNQ775/PRO1569                  
UrinarySeizure,rdfs:label,Urinary Seizure                  
UltrasonicVocalizationsDdults,rdfs:label,USV-A                  
UltrasonicVocalizationsPups,rdfs:label,USV-P                  
VagalApnea,rdfs:label,Vagal apnea                  
ValproicAcid,rdfs:label,Valproic Acid                  
VascularMalformation,rdfs:label,Vascular Malformation                  
VasomotorSeizure,rdfs:label,Vasomotor Seizure                  
DendriticCell,rdfs:label,veiled cell                  
SturgeWeberSyndrome,rdfs:label,Venous Angioma                  
VersiveSeizure,rdfs:label,Versive Seizure                  
VersiveStatus,rdfs:label,Versive Status                  
VerticalAnatomicalCoordinate,rdfs:label,Vertical                  
P_Q_TypeVoltageGatedCalciumChannel,rdfs:label,VGCC Type P/Q                  
VoltageGatedCalciumChannelTypeNAssociatedEncephalitis,rdfs:label,VGCCTypeNAssociatedEncephalitis                  
VoltageGatedCalciumChannelTypePQAssociatedEncephalitis,rdfs:label,VGCCTypePQAssociatedEncephalitis                  
Voltage-gatedPotassiumChannelAssociatedProtein,rdfs:label,VGKC Associated Protein                  
VoltageGatedPotassiumChannelAssociatedEncephalitis,rdfs:label,VGKCAssociatedEncephalitis                  
JitteryPhase,rdfs:label,Vibratory phase                  
VasoactiveIntestinalPeptide,rdfs:label,VIP                  
VasoactiveIntestinalPeptideReceptor,rdfs:label,VIP receptor                  
VisualAgnosia,rdfs:label,Visual Agnosia                  
VisualAgnosiaStatus,rdfs:label,Visual Agnosia Status                  
VisualAura,rdfs:label,Visual Aura                  
VisualAuraStatus,rdfs:label,Visual Aura Status                  
VisualHallucination,rdfs:label,Visual Hallucination                  
VisualHallucinationStatus,rdfs:label,Visual Hallucination Status                  
VisualIllusion,rdfs:label,Visual Illusion                  
VisualIllusionStatus,rdfs:label,Visual Illusion Status                  
VoltageGatedPotassiumChannel,rdfs:label,Voltage-gated potassium channel                  
Voltage-gatedPotassiumChannelAssociatedProtein,rdfs:label,voltage-gated potassium channel complex                  
WDR37,rdfs:label,WD repeat domain 37                  
Leukocyte,rdfs:label,White blood cell                  
WhiteMatterLesion,rdfs:label,White matter lesion                  
WorldHealthOrganization_I,rdfs:label,WHO grade I                  
hasWorldHealthOrganizationGrading,rdfs:label,WHO grading                  
WorldHealthOrganization_I,rdfs:label,WHO_I                  
WorldHealthOrganization_II,rdfs:label,WHO_II                  
WorldHealthOrganization_III,rdfs:label,WHO_III                  
WorldHealthOrganization_IV,rdfs:label,WHO_IV                  
Zarontin,rdfs:label,Zarontin®                  
Zonegran,rdfs:label,Zonegran®                  
PosteriorHypothalamicZone,receives_input_from,LateralHypothalamicRegion                  
CerebellumNeuralTissue,regional_part_of,Metencephalon                  
Diencephalon,regional_part_of,Forebrain                  
DiencephalonNeuralTissue,regional_part_of,ForebrainNeuralTissue                  
Forebrain,regional_part_of,Brain                  
ForebrainNeuralTissue,regional_part_of,BrainNeuralTissue                  
LeftCerebralHemisphere,regional_part_of,Telencephalon                  
MedullaOblongataNeuralTissue,regional_part_of,BrainNeuralTissue                  
Metencephalon,regional_part_of,BrainNeuralTissue                  
PonsNeuralTissue,regional_part_of,Metencephalon                  
PreopticArea,regional_part_of,AnteriorHypothalamicRegion                  
RetrochiasmaticArea,regional_part_of,IntermediateHypothalamicRegion                  
RightCerebralHemisphere,regional_part_of,Telencephalon                  
Telencephalon,regional_part_of,Forebrain                  
TelencephalonNeuralTissue,regional_part_of,ForebrainNeuralTissue                  
TuberCinereum,regional_part_of,IntermediateHypothalamicRegion                  
hasExtendedArm,SubClassOf,hasPosture                  
hasMolecularConsequence,SubClassOf,hasVariantConsequence                  
hasIctalOnsetZone,SubClassOf,isLocatedAt                  
hasSemiologyLocation,SubClassOf,isLocatedAt                  
IDH1,SubClassOf,Isocitrate Dehydrogenase (NADP(+)) 1                  
IDH2,SubClassOf,Isocitrate Dehydrogenase (NADP(+)) 2                  
IsolatedHeterotopicNeurons,SubClassOf,Isolated heterotropic neurons                  
IsomorphicAstrocytoma,SubClassOf,Isomorphic Astrocytoma                  
IsomorphicDiffuseGlioma,SubClassOf,Isomorphic diffuse glioma                  
hasPart,SubClassOf,isPartOf                  
isInducedBy,SubClassOf,isProvokedBy                  
isUsedForMarkingCellularPattern,SubClassOf,isUsedFor                  
Central10-10System,SubClassOf,10-10System                  
Frontal10-10System,SubClassOf,10-10System                  
HeadRegion10-10System,SubClassOf,10-10System                  
Hemisphere10-10System,SubClassOf,10-10System                  
Occipital10-10System,SubClassOf,10-10System                  
Parietal10-10System,SubClassOf,10-10System                  
Temporal10-10System,SubClassOf,10-10System                  
EpileptiformPattern,SubClassOf,AbnormalElectroencephalogramPattern                  
SpecialPattern,SubClassOf,AbnormalElectroencephalogramPattern                  
HyperventilationResponse,SubClassOf,ActivationProcedure                  
IntermittentPhoticStimulationResponse,SubClassOf,ActivationProcedure                  
ReactivityPattern,SubClassOf,ActivationProcedure                  
Senior,SubClassOf,Adult                  
AlphaAmino3Hydroxy5Methyl4IsoxazolepropionicAcidReceptor1,SubClassOf,AlphaAmino3Hydroxy5Methyl4IsoxazolepropionicAcidReceptor                  
AlphaAmino3Hydroxy5Methyl4IsoxazolepropionicAcidReceptor2,SubClassOf,AlphaAmino3Hydroxy5Methyl4IsoxazolepropionicAcidReceptor                  
FastAlphaVariant,SubClassOf,AlphaVariant                  
SlowAlphaVariant,SubClassOf,AlphaVariant                  
LeftAmygdala,SubClassOf,Amygdala                  
RightAmygdala,SubClassOf,Amygdala                  
AnatomicalLine,SubClassOf,AnatomicalBoundaryEntity                  
AnatomicalPoint,SubClassOf,AnatomicalBoundaryEntity                  
AnatomicalSurface,SubClassOf,AnatomicalBoundaryEntity                  
CellPartCluster,SubClassOf,AnatomicalCluster                  
HeterogeneousCluster,SubClassOf,AnatomicalCluster                  
BicipitalSpace,SubClassOf,AnatomicalCompartmentSpace                  
CranialFossa,SubClassOf,AnatomicalCompartmentSpace                  
SpaceofCompartmentofHead,SubClassOf,AnatomicalCompartmentSpace                  
Apical,SubClassOf,AnatomicalCoordinate                  
Axial,SubClassOf,AnatomicalCoordinate                  
Basal,SubClassOf,AnatomicalCoordinate                  
Basilar,SubClassOf,AnatomicalCoordinate                  
Caudal,SubClassOf,AnatomicalCoordinate                  
Coronal,SubClassOf,AnatomicalCoordinate                  
Cranial,SubClassOf,AnatomicalCoordinate                  
Dorsal,SubClassOf,AnatomicalCoordinate                  
Extensor,SubClassOf,AnatomicalCoordinate                  
ExternalAnatomicalCoordinate,SubClassOf,AnatomicalCoordinate                  
Fibular,SubClassOf,AnatomicalCoordinate                  
Flexor,SubClassOf,AnatomicalCoordinate                  
FrontalAnatomicalCoordinate,SubClassOf,AnatomicalCoordinate                  
HorizontalAnatomicalCoordinate,SubClassOf,AnatomicalCoordinate                  
IntermediateAnatomicalCoordinate,SubClassOf,AnatomicalCoordinate                  
InternalAnatomicalCoordinate,SubClassOf,AnatomicalCoordinate                  
LongitudinalAnatomicalCoordinate,SubClassOf,AnatomicalCoordinate                  
LuminalAnatomicalCoordinate,SubClassOf,AnatomicalCoordinate                  
MedianAnatomicalCoordinate,SubClassOf,AnatomicalCoordinate                  
MiddleAnatomicalCoordinate,SubClassOf,AnatomicalCoordinate                  
Occipital,SubClassOf,AnatomicalCoordinate                  
Palmar,SubClassOf,AnatomicalCoordinate                  
Peroneal,SubClassOf,AnatomicalCoordinate                  
Plantar,SubClassOf,AnatomicalCoordinate                  
Rostral,SubClassOf,AnatomicalCoordinate                  
Sagittal,SubClassOf,AnatomicalCoordinate                  
Tibial,SubClassOf,AnatomicalCoordinate                  
Tranverse,SubClassOf,AnatomicalCoordinate                  
Ulnar,SubClassOf,AnatomicalCoordinate                  
Ventral,SubClassOf,AnatomicalCoordinate                  
VerticalAnatomicalCoordinate,SubClassOf,AnatomicalCoordinate                  
Volar,SubClassOf,AnatomicalCoordinate                  
Non-physicalAnatomicalEntity,SubClassOf,AnatomicalEntity                  
AnatomicalPointofHead,SubClassOf,AnatomicalPoint                  
AnatomicalPointofFace,SubClassOf,AnatomicalPointofHead                  
AnatomicalPointofSkull,SubClassOf,AnatomicalPointofHead                  
MiddleAnatomicalPointofSkull,SubClassOf,AnatomicalPointofSkull                  
Orbitale,SubClassOf,AnatomicalPointofSkull                  
AnatomicalCavity,SubClassOf,AnatomicalSpace                  
AnatomicalCompartmentSpace,SubClassOf,AnatomicalSpace                  
AnatomicalConduitSpace,SubClassOf,AnatomicalSpace                  
AnatomicalFissure,SubClassOf,AnatomicalSpace                  
DevelopmentalSpace,SubClassOf,AnatomicalSpace                  
Embrasure,SubClassOf,AnatomicalSpace                  
ProstaticSinusSpace,SubClassOf,AnatomicalSpace                  
AnatomicalCluster,SubClassOf,AnatomicalStructure                  
CardinalBodyPart,SubClassOf,AnatomicalStructure                  
CardinalBodyPartSubdivision,SubClassOf,AnatomicalStructure                  
CardinalOrganPart,SubClassOf,AnatomicalStructure                  
Cell,SubClassOf,AnatomicalStructure                  
SubCellularStructure,SubClassOf,AnatomicalStructure                  
LeftAnteriorCingulateSegment,SubClassOf,AnteriorCingulateSegment                  
RightAnteriorCingulateSegment,SubClassOf,AnteriorCingulateSegment                  
LeftAnteriorFrontalLobeSegment,SubClassOf,AnteriorFrontalLobeSegment                  
RightAnteriorFrontalLobeSegment,SubClassOf,AnteriorFrontalLobeSegment                  
LeftAnteriorTemporalLobeSegment,SubClassOf,AnteriorTemporalLobeSegment                  
RightAnteriorTemporalLobeSegment,SubClassOf,AnteriorTemporalLobeSegment                  
AcetylcholinReceptorAssociatedEncephalitis,SubClassOf,AntibodyAssociatedEncephalitis                  
AlphaAmino3Hydroxy5Methyl4IsoxazolepropionicAcidReceptor1AssociatedEncephalitis,SubClassOf,AntibodyAssociatedEncephalitis                  
AlphaAmino3Hydroxy5Methyl4IsoxazolepropionicAcidReceptor2AssociatedEncephalitis,SubClassOf,AntibodyAssociatedEncephalitis                  
AmphiphysinAssociatedEncephalitis,SubClassOf,AntibodyAssociatedEncephalitis                  
AntiNeuronalNuclearAntibody1AssociatedEncephalitis,SubClassOf,AntibodyAssociatedEncephalitis                  
AntiNeuronalNuclearAntibody2AssociatedEncephalitis,SubClassOf,AntibodyAssociatedEncephalitis                  
AntiNeuronalNuclearAntibody3AssociatedEncephalitis,SubClassOf,AntibodyAssociatedEncephalitis                  
Aquaporin4AssociatedEncephalitis,SubClassOf,AntibodyAssociatedEncephalitis                  
ContactinAssociatedProtein2AssociatedEncephalitis,SubClassOf,AntibodyAssociatedEncephalitis                  
DeltaNotchEpidermalGrowthFactorReceptorAssociatedEncephalitis,SubClassOf,AntibodyAssociatedEncephalitis                  
DihydropyrimidinaseRelatedProtein5AssociatedEncephalitis,SubClassOf,AntibodyAssociatedEncephalitis                  
DipeptidylPeptidaselikeProtein6AssociatedEncephalitis,SubClassOf,AntibodyAssociatedEncephalitis                  
GlutamateDecarboxylase65AssociatedEncephalitis,SubClassOf,AntibodyAssociatedEncephalitis                  
GlycineReceptorAssociatedEncephalitis,SubClassOf,AntibodyAssociatedEncephalitis                  
LeucineRichGliomaInactivatedProtein1AssociatedEncephalitis,SubClassOf,AntibodyAssociatedEncephalitis                  
MetabotropicGlutamateReceptor1AssociatedEncephalitis,SubClassOf,AntibodyAssociatedEncephalitis                  
MyelinOligodendrocyteGlycoproteinAssociatedEncephalitis,SubClassOf,AntibodyAssociatedEncephalitis                  
N-Methyl-D-AspartateReceptor1AssociatedEncephalitis,SubClassOf,AntibodyAssociatedEncephalitis                  
ParaneoplasticAntigenMa1AssociatedEncephalitis,SubClassOf,AntibodyAssociatedEncephalitis                  
ParaneoplasticAntigenMa2AssociatedEncephalitis,SubClassOf,AntibodyAssociatedEncephalitis                  
PurkinjeCellAntibody1AssociatedEncephalitis,SubClassOf,AntibodyAssociatedEncephalitis                  
VoltageGatedCalciumChannelTypeNAssociatedEncephalitis,SubClassOf,AntibodyAssociatedEncephalitis                  
