Subject,Predicate,Object
EmotionalFunctioningDomain,hasManifestation,SleepDisorders
SocialFunctioningDomain,hasManifestation,UnableToDoPeerActivities
SchoolFunctioningDomain,hasManifestation,DifficultyFocusingOnLessons
SchoolFunctioningDomain,hasManifestation,ForgettingThings
SchoolFunctioningDomain,hasManifestation,DifficultyKeepingUpWithLearning
SchoolFunctioningDomain,hasManifestation,AbsenceDueToMalaise
SchoolFunctioningDomain,hasManifestation,AbsenceDueToMedicalVisits
SCN1AMutationMouseModel,hasManifestation,TemperatureInducedSeizure
GeneralizedEpilepticSeizure,hasManifestation,SubsequentBradycardia
IncreasedDrugConcentration,hasManifestation,Ataxia
IncreasedDrugConcentration,hasManifestation,HairLoss
ParkinsonDiseaseSymptoms,reduces,WalkingAbility
DravetSyndrome,isTypeOfSyndrome,SevereMyoclonicEpilepsyOfInfancy
DravetSyndrome,hasPhenotype,RefractorySeizure
DravetSyndrome,hasPhenotype,PolytherapyRequirement
DravetSyndrome,hasPhenotype,DevelopmentalStagnation
DravetSyndrome,hasPhenotype,PyramidalSign
DravetSyndrome,hasPrematureMortality,EpilepsyRelatedDeath
SCN1A,encodes,Nav1.1AlphaSubunit
VoltageGatedSodiumChannel,hasComponent,BetaSubunit
SCN1B,encodes,Beta1Subunit
Beta1Subunit,hasFunction,ModulationOfChannelGating
Beta1Subunit,hasFunction,ModulationOfVoltageDependence
Beta1Subunit,hasFunction,ModulationOfCellSurfaceExpression
Beta1Subunit,hasFunction,CellCellAdhesion
Beta1Subunit,hasFunction,CellMatrixAdhesion
SCN1B,hasGeneAttribute,HasSpliceVariantBeta1
SCN1B,hasGeneAttribute,HasSpliceVariantBeta1B
GEFSPlus,hasAssociatedMutationIn,SCN1B
SCN1B,hasComponent,Exon1
SCN1B,hasComponent,Exon2
SCN1B,hasComponent,Exon3
SCN1B,hasComponent,Exon4
SCN1B,hasComponent,Exon5
SCN1B,hasComponent,Exon6
SCN1BMutationAnalysis,hasFunction,STRMarkerGenotyping
CommissionForMedicalEthics,hasFunction,StudyApproval
Participant,hasComponent,InformedConsent
HEK293Cell,hasFunction,HeterologousExpressionSystem
HEKhNav1.1Cell,subtypeOf,HEK293Cell
HEKrNav1.1Cell,subtypeOf,HEK293Cell
SNaIIaCell,hasFunction,HeterologousExpressionSystem
SNaIIaCell,hasAssociatedMutationIn,Nav1.2AlphaSubunit
XenopusLaevis,hasFunction,OocyteExpressionSystem
SurfaceBiotinylationAssay,hasFunction,CellSurfaceProteinQuantification
WesternBlot,hasFunction,ProteinExpressionMeasurement
HippocampalSliceRecording,hasFunction,ActionPotentialMeasurement
AcutelyDissociatedCA3Neuron,hasFunction,SodiumCurrentDensityMeasurement
PTZ,hasFunction,SeizureInduction
DravetSyndromePatient,hasPhenotype,GeneralizedTonicClonicSeizure
DravetSyndromePatient,hasPhenotype,VaccinationAssociatedSeizure
DravetSyndromePatient,hasPhenotype,FeverAssociatedConvulsion
DravetSyndromePatient,hasPhenotype,GeneralizedMyoclonicSeizure
DravetSyndromePatient,hasPhenotype,RefractorySeizure
DravetSyndromePatient,hasPhenotype,PsychomotorDeterioration
DravetSyndromePatient,hasPhenotype,GlobalHypotonia
DravetSyndromePatient,hasPhenotype,TetrapyramidalSyndrome
EEG,hasInterIctalEpileptiformAbnormality,RolandicDischarge
BrainMRI,hasPhenotype,NormalFinding
AspirationPneumonia,hasEtiology,RespiratoryInsufficiency
RespiratoryInsufficiency,hasPrematureMortality,Death
DravetSyndromePatient,hasPrematureMortality,RespiratoryInsufficiency
DravetSyndromePatient,hasAssociatedMutationIn,SCN1B
SCN1B,hasAssociatedMutationIn,p.R125C
p.R125C,hasMolecularConsequence,MissenseMutation
p.R125C,hasGeneAttribute,LocatedInExon3
p.R125C,hasGeneAttribute,LocatedInExtracellularIgDomain
p.R125C,hasGeneAttribute,ArginineToCysteineSubstitution
DravetSyndromePatient,hasGeneAttribute,HomozygousSCN1BMutation
Parent,hasGeneAttribute,HeterozygousSCN1BMutationCarrier
SCN1A,hasGeneAttribute,NoPathogenicVariantDetected
p.R125C,reduces,CellSurfaceExpression
p.R125C,hasFunction,NormalTotalCellularExpression
p.R125C,hasFunction,TraffickingDefectToCellSurface
p.R125C,hasFunction,FunctionalSCN1BNullPhenotype
p.R125C,hasFunction,NoModulationOfNav1.2CurrentInMammalianCells
p.R125C,hasFunction,NoModulationOfNav1.1CurrentInMammalianCells
LowTemperatureIncubation,hasFunction,RescueOfCellSurfaceExpression
p.R125C,hasFunction,RescuableTraffickingDefect
p.R125C,hasFunction,Nav1.2CurrentModulationInOocytes
p.R125C,hasFunction,ComparableToBeta1WTInOocytes
Scn1bNullMouse,hasPhenotype,SpontaneousGeneralizedSeizure
Scn1bNullMouse,hasPrematureMortality,AdolescentDeath
Scn1bHeterozygousMouse,hasPhenotype,NoSpontaneousSeizure
Scn1bHeterozygousMouse,hasPhenotype,NormalLifespan
Scn1bHeterozygousMouse,hasPhenotype,NormalElectricalExcitabilityControl
Scn1bNullMouseCA3Neuron,increases,EvokedActionPotentialAmplitude
Scn1bNullMouseCA3Neuron,increases,EvokedActionPotentialPeakVoltage
Scn1bNullMouseCA3Neuron,hasPhenotype,NoChangeInSodiumCurrentDensity
Scn1aHeterozygousMouse,reduces,SodiumCurrentDensity
SCN1B,hasEtiology,AutosomalRecessiveDravetSyndrome
p.R125C,hasEtiology,DravetSyndrome
p.R125C,hasMolecularConsequence,GeneInactivation
TraffickingDefectToCellSurface,hasEtiology,FunctionalNullPhenotype
SingleFunctionalSCN1BAllele,hasFunction,NormalControlOfExcitability
SCN1BMutation,hasEtiology,ElectricalExcitabilityDysregulation
Beta1SubunitCellSurfaceExpression,hasFunction,SodiumCurrentModulation
XenopusOocyteSystem,hasFunction,HighLevelChannelExpression
LowTemperatureCondition,enhances,TraffickingToCellSurface
Scn1bNullMouse,subtypeOf,DravetSyndromeAnimalModel
Scn1aHeterozygousMouse,subtypeOf,DravetSyndromeAnimalModel
Epidiolex,hasFormulation,PurifiedCannabidiol
PurifiedCannabidiol,subtypeOf,Cannabinoid
Cannabidiol,subtypeOf,NonPsychoactiveCannabinoid
Cannabidiol,hasFunction,AntiseizureActivity
Cannabidiol,hasFunction,AntiepileptiformActivity
Cannabidiol,isUsedForTreatmentOf,DravetSyndrome
Cannabidiol,isUsedForTreatmentOf,LennoxGastautSyndrome
LennoxGastautSyndrome,subtypeOf,DrugResistantEpilepsy
Cannabidiol,hasMolecularTarget,GlycineReceptor
Cannabidiol,hasMolecularTarget,GPR55
Cannabidiol,hasMolecularTarget,NMDAReceptor
Cannabidiol,hasMolecularTarget,TRPV1Channel
Cannabidiol,hasMolecularTarget,VoltageDependentAnionChannel
Epilepsy,associatedWith,AminoAcidDysregulation
Epilepsy,associatedWith,MitochondrialDysfunction
Mitochondria,hasComponent,GlycineCleavageSystem
GlycineCleavageSystem,hasFunction,GlycineRegulation
Glycine,hasFunction,Neurotransmission
Glycine,hasFunction,ProteinSynthesis
GlycineCleavageSystem,isPartOf,Mitochondria
GlycineCleavageSystem,providesOneCarbonUnitsTo,FolateOneCarbonMetabolism
FolateOneCarbonMetabolism,hasComponent,FolateIntermediate
FolateOneCarbonMetabolism,hasComponent,MethionineSynthesis
MethionineSynthesis,hasComponent,MethionineSynthase
MethionineSynthase,hasFunction,MethionineProductionFromHomocysteine
Methionine,hasFunction,ProteinSynthesis
Methionine,isPrecursorTo,SadenosylMethionine
SadenosylMethionine,hasFunction,MethylGroupDonation
MethylGroupDonation,hasTarget,Neurotransmitter
MethylGroupDonation,hasTarget,DNA
SadenosylMethionine,isHydrolyzedTo,Adenosine
SadenosylMethionine,isHydrolyzedTo,Homocysteine
Homocysteine,isConvertedTo,Methionine
Homocysteine,isConvertedTo,Cysteine
Adenosine,hasFunction,SeizureRegulation
Homocysteine,hasFunction,ProconvulsantActivity
DictyosteliumDiscoideum,subtypeOf,BiomedicalModelOrganism
DictyosteliumDiscoideum,hasConservedPathway,SignallingPathway
DictyosteliumDiscoideum,isUsedFor,PharmacogeneticScreen
GeneticScreen,identifies,CBDResistanceMutant
CBDResistanceMutant,associatedWith,gcvH1GeneDisruption
gcvH1GeneDisruption,isInducedBy,InsertionalMutagenesis
gcvH1Knockout,isInducedBy,HomologousRecombination
gcvH1Overexpression,isInducedBy,ExtrachromosomalExpressionVector
HumanGCSHOverexpression,isInducedBy,CodonOptimizedGCSHcDNA
GCVH1Protein,isLocatedAt,Mitochondria
GCSHProtein,isLocatedAt,Mitochondria
ImmunofluorescenceMicroscopy,isUsedFor,MitochondrialLocalization
Porin,subtypeOf,MitochondrialMarkerProtein
PTZ,subtypeOf,GABAAReceptorAntagonist
PTZ,isUsedForInducing,SeizureLikeActivity
SeizureLikeActivity,isModelOf,SeizureActivity
Cannabidiol,inhibits,CellProliferation
Cannabidiol,doesNotAffect,MulticellularDevelopment
Cannabidiol,dependsOn,GCVH1
GCVH1,subtypeOf,GlycineCleavageSystemComponent
GCVH1,hasFunction,LipoylCarrierActivity
GCVH1,hasComponent,LipoylBindingDomain
LipoylBindingDomain,hasComponent,LipoylBindingLysineResidue
GCVH1,isOrthologousTo,GCSH
GCSH,subtypeOf,GlycineCleavageSystemComponent
GCVH1,isLocatedAt,Mitochondria
GCSH,isLocatedAt,Mitochondria
gcvH1Loss,causes,CBDResistance
CBDResistance,isCausedBy,ReducedCBDGrowthInhibition
GCVH1Rescue,attenuates,CBDResistance
GCSHRescue,attenuates,CBDResistance
gcvH1Loss,doesNotAffect,CellularCBDUptake
gcvH1Loss,causes,GlycineElevation
gcvH1Loss,causes,MethionineReduction
Cannabidiol,regulates,MethionineLevel
Cannabidiol,causes,MethionineReduction
Cannabidiol,effectIsLostIn,gcvH1Loss
Cannabidiol,hasMechanism,MethionineSynthesisInhibition
MethionineSynthesisInhibition,targets,MethionineSynthase
Cannabidiol,inhibits,MethionineSynthaseActivity
Cannabidiol,regulates,FolateOneCarbonMetabolism
Cannabidiol,causes,THFReduction
Cannabidiol,causes,MethylTHFIncrease
gcvH1Loss,causes,THFIncrease
gcvH1Loss,causes,MethylTHFReduction
gcvH1Loss,attenuates,CannabidiolFolateShift
FolateOneCarbonMetabolism,hasComponent,Tetrahydrofolate
FolateOneCarbonMetabolism,hasComponent,MethylTHF
Tetrahydrofolate,subtypeOf,FolateIntermediate
MethylTHF,subtypeOf,FolateIntermediate
GlycineCleavageSystem,isFunctionallyLinkedTo,FolateOneCarbonMetabolism
Scn1aHeterozygousMouseModel,isModelOf,DravetSyndrome
Scn1a,hasComponent,Nav1.1Protein
Scn1aHeterozygousMouseModel,hasPhenotype,Seizure
Scn1aHeterozygousMouseModel,hasPhenotype,Epilepsy
Scn1aHeterozygousMouseModel,hasAlteredLevelOf,Glycine
Scn1aHeterozygousMouseModel,hasAlteredLevelOf,Methionine
Scn1aHeterozygousMouseModel,hasAlteredLevelOf,Cysteine
DravetSyndrome,associatedWith,OneCarbonMetabolismDysregulation
OneCarbonMetabolismDysregulation,hasComponent,MethionineDysregulation
OneCarbonMetabolismDysregulation,hasComponent,GlycineDysregulation
OneCarbonMetabolismDysregulation,hasComponent,CysteineDysregulation
Cannabidiol,modulates,MethionineLevel
ChronicCannabidiolTreatment,modifies,BrainMethionineLevel
RatPrimaryHippocampalNeuronCulture,isUsedFor,AcuteSeizureModel
PTZInducedSeizureLikeActivity,elevates,MethionineLevel
CannabidiolPretreatment,attenuates,MethionineElevation
PTZInducedSeizureLikeActivity,doesNotAlter,GlycineLevel
PTZInducedSeizureLikeActivity,doesNotAlter,CysteineLevel
Cannabidiol,hasFunction,SeizureControl
Cannabidiol,hasMechanism,OneCarbonCycleRegulation
OneCarbonCycleRegulation,hasComponent,MethionineLevelRegulation
OneCarbonCycleRegulation,dependsOn,GlycineCleavageSystem
GlycineCleavageSystem,hasComponent,GCSH
GlycineCleavageSystem,hasComponent,GCVH1
MitochondrialDysfunction,associatedWith,OxidativeStress
Glycine,subtypeOf,NMDAReceptorCoAgonist
NMDAReceptor,hasFunction,ExcitatoryNeurotransmission
Glycine,hasFunction,ExcitatorySignalling
Glycine,hasFunction,InhibitorySignalling
Adenosine,associatedWith,Epileptogenesis
DNAMethylation,associatedWith,Epileptogenesis
Adenosine,isInvolvedIn,DNAMethylation
NonKetoticHyperglycinemia,subtypeOf,NeurometabolicDisorder
NonKetoticHyperglycinemia,isCausedBy,GlycineCleavageSystemMutation
NonKetoticHyperglycinemia,hasPhenotype,Epilepsy
NonKetoticHyperglycinemia,hasPhenotype,ElevatedGlycine
DravetSyndrome,associatedWith,GlycineElevation
SeizureActivity,elevates,MethionineLevel
Cannabidiol,attenuates,SeizureAssociatedMethionineIncrease
MethionineLevel,isPotentialBiomarkerFor,SeizureActivity
OneCarbonCycleComponent,isPotentialBiomarkerFor,Epilepsy
MethionineLevelRegulation,isPotentialTherapeuticApproachFor,SeizureControl
DravetSyndrome,wouldBenefitFrom,OneCarbonSignallingMonitoring
SCN1A,hasGeneAttribute,Nav1.1Protein
Scn1aHeterozygousMouseModel,isCausedBy,Scn1aHaploinsufficiency
GEFSPlus,hasPhenotype,FebrileSeizure
GEFSPlus,hasPhenotype,AfebrileSeizure
GEFSPlus,hasPhenotype,AbsenceSeizure
GEFSPlus,hasPhenotype,MyoclonicSeizure
GEFSPlus,hasPhenotype,AtonicSeizure
GEFSPlus,hasPhenotype,FocalSeizure
GEFSPlus,hasPhenotype,GeneralizedTonicClonicSeizure
GEFSPlus,hasInterIctalEpileptiformAbnormality,GeneralizedSpikeWaveDischarge
SCN2A,hasComorbidity,GEFSPlus
GABRA1,hasComorbidity,GEFSPlus
GABRG2,hasComorbidity,GEFSPlus
GABRB3,hasComorbidity,GEFSPlus
GABRD,hasComorbidity,GEFSPlus
PCDH19,hasComorbidity,GEFSPlus
STXBP1,hasComorbidity,GEFSPlus
GABRG2,hasComorbidity,ChildhoodAbsenceEpilepsy
GABRG2,hasComorbidity,MyoclonicAstaticEpilepsy
GABA_AReceptor,hasFunction,FastInhibitorySynapticTransmission
GABA_AReceptor,hasInhibitoryFunction,ChlorideConductance
GABA_AReceptor,hasComponent,Gamma2Subunit
Gamma2Subunit,hasFunction,ReceptorTrafficking
Gamma2Subunit,hasFunction,SynapticClustering
Gamma2Subunit,isLocatedAt,M2M3Loop
K328Residue,isLocatedAt,Gamma2SubunitM2M3Loop
GABRG2_K328M,hasSequenceVariant,K328M
GABRG2_K328M,hasComorbidity,GEFSPlus
GABRG2_K328M,hasMolecularConsequence,AlteredReceptorGating
HEK293TCell,hasComponent,GABA_AReceptor
GABA_AReceptor_Alpha1Beta2Gamma2_K328M,hasMolecularConsequence,AcceleratedDeactivation
GABA_AReceptor_Alpha1Beta2Gamma2_K328M,hasPhenotype,UnchangedPeakAmplitude
HippocampalNeuronCulture,hasComponent,GABA_AReceptor
Gamma2Subunit_K328M,hasMolecularConsequence,AcceleratedSynapticCurrentDeactivation
ElevatedTemperature,induces,ReducedGamma2SubunitSurfaceExpression
ElevatedTemperature,induces,ReducedGABA_AReceptorClusterNumber
ElevatedTemperature,induces,ReducedMiniatureIPSCFrequency
InVitroModel,hasLimitation,LackOfSynapticSpecialization
InVitroModel,hasLimitation,NonPhysiologicSubunitStoichiometry
KnockInMouseModel,hasFunction,EstablishCausalRoleOfVariant
Gabrg2PlusSlashK328MMouse,hasSequenceVariant,Gabrg2_983AtoT
Gabrg2PlusSlashK328MMouse,hasSequenceVariant,K328M
Gabrg2PlusSlashK328MMouse,hasComponent,TargetedGabrg2Locus
HomologousRecombination,hasFunction,GenerateKnockInAllele
VideoEEG,detects,eizureSemiology
HyperthermiaChallenge,induces,HyperthermicSeizure
PTZChallenge,induces,ChemicallyInducedSeizure
WesternBlot,hasFunction,QuantifyGABA_AReceptorSubunitExpression
WholeCellPatchClamp,hasFunction,MeasureMiniatureIPSC
MultiunitRecording,hasFunction,MeasureThalamocorticalOscillation
Gabrg2PlusSlashK328MMouse,hasPhenotype,AtypicalAbsenceSeizure
Gabrg2PlusSlashK328MMouse,hasPhenotype,TypicalAbsenceSeizure
Gabrg2PlusSlashK328MMouse,hasPhenotype,MyoclonicSeizure
Gabrg2PlusSlashK328MMouse,hasPhenotype,GeneralizedTonicClonicSeizure
AtypicalAbsenceSeizure,hasIctalEpileptiformAbnormality,IrregularSpikeWaveDischarge
TypicalAbsenceSeizure,hasIctalEpileptiformAbnormality,RhythmicSpikeWaveDischarge
Gabrg2PlusSlashK328MMouse,hasInterIctalEpileptiformAbnormality,SlowSpikeAndWaveDischarge
PTZChallenge,reveals,LowerSeizureThreshold
Gabrg2PlusSlashK328MMouse,increases,SeizureSusceptibility
PrematureSuddenDeath,hasComorbidity,SUDEP
Gabrg2PlusSlashK328MMouse,hasPhenotype,PrematureSuddenDeath
GeneralizedTonicClonicSeizure,induces,PrematureSuddenDeath
Hyperthermia,induces,MyoclonicSeizure
Hyperthermia,induces,GeneralizedTonicClonicSeizure
Gabrg2PlusSlashK328MMouse,hasPhenotype,AgeDependentHyperthermicSeizureSusceptibility
Gabrg2PlusSlashK328MMouse,hasPhenotype,Hyperactivity
Gabrg2PlusSlashK328MMouse,hasPhenotype,NormalCognition
Gabrg2PlusSlashK328MMouse,hasPhenotype,NormalSocialization
GABA_AReceptorAlpha1Subunit,hasPhenotype,UnchangedTotalExpression
GABA_AReceptorBeta3Subunit,hasPhenotype,UnchangedTotalExpression
GABA_AReceptorGamma2Subunit,hasPhenotype,UnchangedTotalExpression
GABA_AReceptorGamma2Subunit_K328M,hasPhenotype,UnchangedSurfaceExpression
GABA_AReceptor,hasPhenotype,UnchangedSynaptosomalDistribution
GABA_AReceptor,hasComponent,Gephyrin
Gephyrin,hasFunction,GABAergicSynapseOrganization
Gamma2Subunit_K328M,hasMolecularConsequence,FunctionallyImpairedReceptor
GABAergicInhibition,decreases,NetworkStability
Gamma2Subunit_K328M,decreases,GABAergicInhibition
LayerVVIPyramidalNeuron,isLocatedAt,SomatosensoryCortex
MiniatureIPSC,reduces,Amplitude
Gabrg2PlusSlashK328MMouse,decreases,MiniatureIPSCAmplitude
MiniatureIPSC,hasPhenotype,UnchangedFrequency
MiniatureIPSC,hasPhenotype,UnchangedDecayTime
ReducedGABAergicInhibition,increases,NeuronalNetworkExcitability
VentrobasalNucleus,isLocatedAt,Thalamus
Gabrg2PlusSlashK328MMouse,hasPhenotype,ProlongedThalamocorticalOscillation
ProlongedThalamocorticalOscillation,hasPhenotype,HypersynchronousNetworkActivity
HypersynchronousNetworkActivity,hasPhenotype,SeizureMechanism
GABRG2_K328M,causes,GEFSPlus
Gabrg2PlusSlashK328MMouse,recapitulates,GEFSPlusPhenotype
Gabrg2PlusSlashK328MMouse,hasPhenotype,FebrileSeizure
Gabrg2PlusSlashK328MMouse,hasPhenotype,AfebrileSeizure
GABA_AReceptorDysfunction,causes,GeneticEpilepsy
GABRMutation,reduces,GABA_AReceptorChannelFunction
GABRMutation,hasMolecularConsequence,ImpairedTrafficking
GABRMutation,hasMolecularConsequence,ImpairedAssembly
GABRMutation,hasMolecularConsequence,ImpairedGABABinding
GABRMutation,hasMolecularConsequence,AlteredChannelGating
K328MVariant,hasMolecularConsequence,ReducedInhibitorySynapticTransmission
ReducedInhibitorySynapticTransmission,contributesTo,SeizureGeneration
SCN1ALossOfFunction,hasComorbidity,DravetSyndrome
SCN1ALossOfFunction,decreases,InterneuronFiring
DecreasedInterneuronFiring,decreases,GABARelease
DecreasedGABARelease,decreases,GABAergicInhibition
R82QVariant,hasSequenceVariant,GABRG2_R82Q
GABRG2_R82Q,hasComorbidity,FebrileSeizure
GABRG2_R82Q,hasComorbidity,AbsenceSeizure
GABRG2_R82Q,hasMolecularConsequence,ERRetention
GABRG2_R82Q,hasMolecularConsequence,ReducedCellSurfaceExpression
K328MVariant,hasMolecularConsequence,ReducedMiniatureIPSCAmplitude
K328MVariant,hasMolecularConsequence,ProlongedThalamocorticalOscillation
GeneralizedTonicClonicSeizure,hasComorbidity,SUDEP
GTCS,increases,SUDEPRisk
PrematureSuddenDeath,hasPossibleEtiology,SeizureInducedCardiorespiratoryDysfunction
GeneticBackground,modifies,EpilepsyPhenotype
Hyperthermia,hasEtiology,Fever
Fever,precipitates,FebrileSeizure
SpontaneousAfebrileGTCS,precedes,FebrileSeizureSusceptibility
AgeDependentTransition,modifies,FebrileSeizureSusceptibility
Gabrg2PlusSlashK328MMouse,hasFunction,DrugTestingModel
Gabrg2PlusSlashK328MMouse,hasFunction,MechanismStudyModel
K328MVariant,causes,ReducedGABAergicInhibitoryTransmission
ReducedGABAergicInhibitoryTransmission,causes,GEFSPlusPhenotype
RussellAndBurch1959,defines,ThreeRPrinciples
ThreeRPrinciples,includes,Refinement
Refinement,aimsToReduce,PainSufferingDistressLastingHarm
SeverityAssessment,improves,RobustnessOfPreclinicalData
SeverityAssessment,improves,ValidityOfPreclinicalData
AnimalExperimentDesign,shouldAvoid,Pain
AnimalExperimentDesign,shouldAvoid,Suffering
AnimalExperimentDesign,shouldAvoid,Distress
AnimalExperimentDesign,shouldAvoid,LastingHarm
CompositeMeasureScheme,enables,ComparisonAcrossAnimalModels
CompositeMeasureScheme,enables,ValidationOfRefinementMeasures
BioinformaticsApproach,guides,CompositeMeasureSchemeDesign
ComprehensiveDataSet,includes,BehavioralData
ComprehensiveDataSet,includes,BiochemicalData
ParameterReduction,canCause,LossOfInformativeValue
Scn1aPlusMinusModel,recapitulates,DravetSyndromeFeatures
Gria1MinusMinusModel,recapitulates,NeuropsychiatricDisorderFeatures
WildTypeMouse,subtypeOf,C57BL_6JMouse
BehavioralTestBattery,isComplementedBy,FecalCorticosteroneMetaboliteMeasurement
FecalCorticosteroneMetaboliteMeasurement,subtypeOf,NonInvasiveAssessment
VoluntaryWheelRunning,subtypeOf,HomeCageActivityAssessment
WheelRunningPerformance,shouldNotBeAssessedIn,EpilepsyModels
WheelRunningPerformance,shouldNotBeAssessedIn,LocomotorCoordinationImpairmentModels
WheelRunningPerformance,shouldNotBeAssessedIn,SensePerceptionImpairmentModels
WheelRunningPerformance,posesRiskOf,Injury
DailyClinicalEvaluation,isRequiredBy,Directive2010_63_EU
ClinicalEvaluationProtocol,isDescribedIn,SupplementaryAppendix
ClinicalSumScore,summarizes,ClinicalEvaluationFindings
ClinicalSumScore,isComputedFor,AdultEpilepsyModels
ClinicalSumScore,isComputedFor,GeneticModels
AdultEpilepsyModelAssessment,targets,ChronicPhase
IntrahippocampalKainateModel,hasStudyPhase,ChronicPhase
KindlingModelAssessment,targets,GeneralizedSeizurePhase
AmygdalaKindlingModel,hasStudyPhase,GeneralizedSeizurePhase
HippocampalKindlingModel,hasStudyPhase,GeneralizedSeizurePhase
GeneticModelAssessment,occursDuring,EarlyAdolescence
GeneticModelAssessment,occursDuring,LateAdolescence
EarlyAdolescence,occursBefore,SexualMaturity
LateAdolescence,occursAfter,SexualMaturity
ParameterRankingAnalysis,identifies,TopRankingParameters
TopRankingParameters,accountFor,MostVarianceAcrossAdultEpilepsyModels
TopRankingParameters,includes,StretchingPosturesInBlackWhiteBoxTest
TopRankingParameters,includes,TimeInWhiteCompartmentInBlackWhiteBoxTest
TopRankingParameters,includes,PelletsBurrowedInBurrowingTestLightPhase
TopRankingParameters,includes,TimeInSocialInteractionTest
TopRankingParameters,includes,NestBuildingActivity
IndividualParameter,accountsFor,SmallProportionOfTotalVariance
ParameterReduction,causes,ExcessiveInformativeValueLoss
Study2023Reiber,concludes,MultidimensionalCompositeSchemeIsNeeded
CompositeMeasureSchemeApproach,allows,CondensationOfDistressRelatedInformation
CompositeMeasureSchemeApproach,enables,LaboratorySpecificSeverityClassification
LaboratorySpecificFactors,influence,SeverityClustering
SeverityClustering,canVaryAcross,Laboratories
CompositeMeasureScheme,isUsefulFor,SeverityClassificationOfNewModels
CompositeMeasureScheme,isUsefulFor,ComparativeSeverityAcrossModels
CompositeMeasureScheme,isUsefulFor,RefinementMeasureEvaluation
SelectedBehavioralParadigms,includes,IrwinTest
SelectedBehavioralParadigms,includes,OpenFieldTest
SelectedBehavioralParadigms,includes,SweetnessPreferenceTest
CompositeMeasureScheme,shouldInclude,BehavioralParameters
CompositeMeasureScheme,shouldInclude,BiochemicalParameters
SCN1A,encodes,NaV1.1Protein
NaV1.1Protein,subtypeOf,VoltageGatedSodiumChannelAlphaSubunit
SCN1A,subtypeOf,VoltageGatedSodiumChannelGene
SCN1A,associatedWith,GeneralizedEpilepsyWithFebrileSeizuresPlus
SCN1A,associatedWith,SevereMyoclonicEpilepsyOfInfancy
SevereMyoclonicEpilepsyOfInfancy,rdfs:label,SMEI
GeneralizedEpilepsyWithFebrileSeizuresPlus,rdfs:label,GEFSPlus
SevereMyoclonicEpilepsyOfInfancy,hasPhenotype,FebrileSeizure
SevereMyoclonicEpilepsyOfInfancy,hasAgeOfOnset,FirstYearOfLife
SevereMyoclonicEpilepsyOfInfancy,hasManifestation,IntractableEpilepsy
SevereMyoclonicEpilepsyOfInfancy,impairs,PsychomotorDevelopment
SevereMyoclonicEpilepsyOfInfancy,hasPhenotype,Ataxia
SevereMyoclonicEpilepsyOfInfancy,isCausedBy,SCN1AMutation
SCN1AMutation,hasMolecularConsequence,AlteredSodiumChannelFunction
GEFSPlus,isCausedBy,SCN1AMutation
GEFSPlus,isCausedBy,SCN1BMutation
GEFSPlus,isCausedBy,SCN2AMutation
GEFSPlus,isCausedBy,GABRG2Mutation
BenignFamilialNeonatalInfantileSeizures,isCausedBy,SCN2AMutation
IntractableChildhoodEpilepsyWithGeneralizedTonicClonicSeizures,associatedWith,SCN1AMutation
IntractableChildhoodEpilepsyWithGeneralizedTonicClonicSeizures,associatedWith,SevereMyoclonicEpilepsyOfInfancy
SCN1AMutation,hasMolecularConsequence,LossOfFunction
SCN1AMutation,hasMolecularConsequence,GainOfFunction
GainOfFunction,hasManifestation,PersistentNoninactivatingSodiumCurrent
LossOfFunction,hasManifestation,NonfunctionalSodiumChannel
PatchClampRecording,hasFunction,CharacterizationOfSodiumChannelBiophysics
WholeCellPatchClampRecording,hasFunction,MeasurementOfActivation
WholeCellPatchClampRecording,hasFunction,MeasurementOfFastInactivation
WholeCellPatchClampRecording,hasFunction,MeasurementOfSlowInactivation
HumanSCN1AcDNA,hasSequenceVariant,F902C
HumanSCN1AcDNA,hasSequenceVariant,G1674R
HumanSCN1AcDNA,hasSequenceVariant,G1749E
HumanSCN1AcDNA,hasSequenceVariant,R1648C
HumanSCN1AcDNA,hasSequenceVariant,F1661S
SCN1A,hasSequenceVariant,F902C
SCN1A,hasSequenceVariant,G1674R
SCN1A,hasSequenceVariant,G1749E
SCN1A,hasSequenceVariant,R1648C
SCN1A,hasSequenceVariant,F1661S
SiteDirectedMutagenesis,hasFunction,GenerationOfSCN1AMutantcDNA
tsA201Cell,subtypeOf,HumanCellLine
tsA201Cell,hasFunction,HeterologousExpressionSystem
MutantSCN1AChannel,isExpressedIn,tsA201Cell
WildTypeSCN1AChannel,isExpressedIn,tsA201Cell
SCN1AChannel,hasComponent,AlphaSubunit
SCN1AChannel,hasComponent,Beta1Subunit
SCN1AChannel,hasComponent,Beta2Subunit
Beta1Subunit,isEncodedBy,SCN1B
Beta2Subunit,isEncodedBy,SCN2B
Tetrodotoxin,hasFunction,SodiumChannelBlocker
Tetrodotoxin,isUsedForMarkingCellularPattern,TTXSensitiveCurrent
PersistentCurrentAssay,hasFunction,MeasurementOfNoninactivatingCurrent
IntracellularAcidificationExperiment,hasFunction,TestingEffectOfLowerIntracellularpH
MesBuffer,hasFunction,IntracellularpHControl
F902C,isLocatedAt,SCN1ADomainII
R1648C,isLocatedAt,SCN1ADomainIVS4Segment
F1661S,isLocatedAt,SCN1ADomainIVS4Segment
