Subject,Predicate,Object,Section,Organism,PMCID
NaV1.1Loss,reduces,GABAergicInterneuronExcitability,,,
NaV1.1Loss,reduces,GABAergicTransmission,,,
NaV1.1Loss,reduces,GammaPower,,,
NAV1.1Loss,reduces,GEBAErgicInterneuronExcitability,,,
NaV1.1Loss,reduces,InhibitoryNeuronFiring,,,
NaV1.1Loss,reduces,InterneuronExcitability,,,
NaV1.1Loss,reduces,PersistentSodiumCurrent,,,
NaV1.1Loss,reduces,PurkinjeNeuronExcitability,,,
NaV1.1Loss,reduces,ResurgentSodiumCurrent,,,
NaV1.1Loss,reduces,SodiumConductance,,,
NaV1.1Loss,reduces,SodiumCurrent,,,
NaV1.1Loss,reduces,SpontaneousFiringRate,,,
NAV1.1Loss,reduces,SynapticFidelity,,,
NaV1.1LossInPV,increases,EPSCFrequency,,,
NaV1.1LossInPV,reduces,IPSCFrequency,,,
NaV1.1LossInSST,doesNotAffect,EIBalance,,,
NaV1.1LossOfFunction,causes,SeizureOnset,,,
NaV1.1LossOfFunction,doesNotAffect,ActionPotentialFiringInExcitatoryNeuron,,,
NaV1.1LossOfFunction,doesNotAffect,SodiumCurrentInExcitatoryNeuron,,,
NaV1.1LossOfFunction,reduces,ActionPotentialFiringInInhibitoryNeuron,,,
NaV1.1LossOfFunction,reduces,SodiumCurrentsInInhibitoryNeuron,,,
NaV1.1LossOfFunction,reduces,StratumOriensInterneuronFiring,,,
NaV1.1Mutation,causes,DravetSyndrome,,,
NaV1.1NaV1.3Timing,defines,TippingPoint,,,
NaV1.1Protein,expressedIn,GABAergicInterNeuron,,,
NaV1.1Protein,restores,InterneuronFiring,,,
NaV1.1Reconstitution,occursIn,GABAergicInterneuron,,,
NaV1.1Reduction,impairs,InterneuronExcitability,,,
NaV1.1Reduction,impairs,PVInSpikePropagation,,,
NaV1.1Restoration,normalizes,ExcitatoryInhibitoryBalance,,,
NaV1.1Rise,failsIn,DravetSyndrome,,,
NaV1.3,decreases,PostnatalDevelopment,,,
NaV1.3,isA,ProtectiveModifier,,,
NaV1.3Fall,causes,SeizureOnset,,,
NaV1.6,expressedIn,PyramidalNeuron,,,
NaV1.6,isLocalizedAt,AxonInitialSegment,,,
NaV1.6,mediates,ActionPotentialInitiation,,,
NaV1.6Activity,partiallyCompensatesFor,NaV1.1Loss,,,
NaV1.6GainOfFunction,increases,PersistentSodiumCurrent,,,
NaV1.6GainOfFunction,leadsTo,SCN8AEncephalopathy,,,
NaV1.6Haploinsufficiency,compensates,SCN1A-Haploinsufficiency,,,
NaV1.6Inhibition,reduces,SeizureBurst,,,
NaV1.6ProteinLevel,correlatesWith,SeizureSemiology,,,
NaVB1Overexpression,rescues,DravetSyndrome,,,
NaVCurrent,correlatesWith,CognitiveOutcome,,,
NaVCurrent,correlatesWith,SeizureBurden,,,
Nefazodone,binds,5HT2AReceptor,,,
Nefazodone,binds,5HT2BReceptor,,,
Nefazodone,doesNotAffect,LocomotorActivity,,,
Nefazodone,modulates,5HTReceptor,,,
Nefazodone,modulates,SerotoninReceptor,,,
Nefazodone,reduces,IctalEvent,,,
Nefazodone,reduces,SeizureFrequency,,,
NestBuilding,isSensitiveTo,Distress,,,
NetworkExcitationImbalance,causes,Seizure,,,
NetworkHyperexcitability,causes,Seizure,,,
NEU1Mutation,leadsTo,Sialidosis,,,
NeuralStemCell,hasImpaired,CellDivision,,,
NeuralStemCell,isCharacterizedBy,ReactiveMorphology,,,
Neuroblast,presents,BasalDendrite,,,
Neuroblast,presents,VShapedApicalDendrite,,,
NeuroblastCount,unchangedIn,DravetSyndromeMouse,,,
NeurodevelopmentalScale,assesses,MotorAndCognitiveFunction,,,
NeurogenesisDysregulation,occursIn,DentateGyrus,,,
Neuroinflammation,contributesTo,BehavioralImpairment,,,
NeuroModulator,suppresses,Seizure,,,
Neuron,hasA,DecreasedsAHP,,,
Neuron,hasA,ReducedEPSCAmplitude,,,
Neuron,hasA,ReducedEPSCFrequency,,,
Neuron,hasA,ReducedSTD,,,
Neuron,hasA,ReducedSynapticStrength,,,
Neuron,hasA,SynapticFunction,,,
Neuron,isCharacterizedBy,EvokedActionPotential,,,
Neuron,isCharacterizedBy,SpontaneousActionPotential,,,
Neuron,isModeledBy,InSilicoNetworkModel,,,
NeuronalApoptosis,observedIn,OlderMouse,,,
NeuronalCeroidLipofuscinosis,hasTreatment,EnzymeReplacementTherapy,,,
NeuronExcitability,leadsTo,Epilepsy,,,
NeuronHyperexcitation,isDetectedBy,CalciumImagingAndLFP,,,
NeuronModel,compares,VariantAndKnockoutEffect,,,
NeuronModel,replicates,CSDAndSeizureInitiationMechanism,,,
NeuropathicPain,hasTreatment,Dronabinol,,,
NextGenerationSequencingGenePanel,analyzes,MultipleGenes,,,
NextGenerationSequencingGenePanel,detects,ARXMutation,,,
NextGenerationSequencingGenePanel,detects,CACNA1AMutation,,,
NextGenerationSequencingGenePanel,detects,FrameshiftMutation,,,
NextGenerationSequencingGenePanel,detects,KCNQ2Mutation,,,
NextGenerationSequencingGenePanel,detects,MissedSCN1AMutation,,,
NextGenerationSequencingGenePanel,detects,NovelMissenseMutation,,,
NextGenerationSequencingGenePanel,detects,PathogenicVariant,,,
NextGenerationSequencingGenePanel,detects,PCDH19Mutation,,,
NextGenerationSequencingGenePanel,detects,PRRT2Mutation,,,
NextGenerationSequencingGenePanel,detects,SCN1AMutation,,,
NextGenerationSequencingGenePanel,detects,SCN2AMutation,,,
NextGenerationSequencingGenePanel,detects,SCN8AMutation,,,
NextGenerationSequencingGenePanel,detects,STXBP1Mutation,,,
NKCC1Activity,promotes,HighIntracellularChloride,,,
NKCC1Expression,isNormal,DravetSyndrome,,,
NKCC1Inhibition,lowers,IntracellularChlorideConcentration,,,
NMDAROveractivation,induces,Seizure,,,
NmethylScopolamine,prevents,SuddenUnexpectedDeathInEpilepsy,,,
NMScoLowDoseICV,blocks,CentralApnea,,,
NocturnalSeizure,causes,HigherCaregiverBurden,,,
NocturnalSupervision,reduces,SuddenUnexpectedDeathInEpilepsy,,,
NonConvulsiveSeizure,hasSemiologyFeature,PolySpikeWaveDischarge,,,
NoninactivatingCurrent,indicates,GainOfFunction,,,
NonselectiveSCN1ATargeting,increases,PreweaningDeath,,,
NonsenseMediatedDecay,reduces,GABRG2mRNA,,,
NRF1Expression,isIncreasedIn,DravetOrganoid,,,
nRT,projectsTo,ThalamicRelayNeuron,,,
nRT,regulates,ThalamocorticalOscillation,,,
nRTActivity,drives,TCNeuronReboundBursting,,,
NSEPromoter,drives,NaV1.1Expression,,,
OhtaharaSyndromeWithKCNQ2OrSTXBP1,hasHigher,KDResponse,,,
OlderDravetSyndrome,hasSemiologyFeature,IncreasedSupportTime,,,
OlderDravetSyndrome,hasSemiologyFeature,ReducedStepLength,,,
OlderDravetSyndrome,hasSemiologyFeature,WorsenedBodyBradykinesia,,,
OlderDravetSyndrome,hasSemiologyFeature,WorsenedGait,,,
OlderDravetSyndrome,hasSemiologyFeature,WorsenedPosturalInstability,,,
OlivetolicAcid ,activates,?AminoButyricAcidAReceptor,,,
OlivetolicAcid ,increases ,SeizureThreshold,,,
OlivetolicAcid ,increases ,SurvivalInSCN1AMouse,,,
OlivetolicAcid ,reduces ,HyperthermiaInducedSeizure,,,
OlivetolicAcid ,reduces ,SpontaneousSeizure,,,
OLMDysfunction,decreases,ThetaFrequency,,,
OpenField,measures,AnxietyLikeBehavior,,,
OpenFieldTest,isUsedFor,BehavioralAnalysis,,,
OptogeneticActivation,rescues,GranuleCellHyperactivation,,,
OptogeneticSlowWaveOscillationInduction,increases,SpikeWaveDischarge,,,
OralMotorImpairment,isObservedIn,DravetSyndrome,,,
OverexpressedGamma2,competesWith,MutantGamma2,,,
Oxalate,forms,CalciumOxalateCrystal,,,
Oxcarbazepine,worsens,DravetSyndrome                  ,,,
P285TVariant,causes,NeonatalOnsetSeizure,,,
P285TVariant,isCharacterizedBy,BurstSuppression,,,
PAFAH1B1,isDifferentiallyExpressedIn,F1SCN1AMouse,,,
PAFAH1B1Mutation,causes,EpilepticSpAntiSeizureMedication,,,
PAFAH1B1Mutation,causes,Pachygyria,,,
PAntiSeizureMedicationDetectionProtocol,detects,ParentalMosaicism,,,
ParabrachialNucleus,controls,HomeostasisAndRespiration,,,
ParaKnockoutFly,hasSemiologyFeature,AlteredElectrophysiology,,,
ParaKnockoutFly,hasSemiologyFeature,AlteredMetaboliteProfile,,,
ParaKnockoutFly,hasSemiologyFeature,CognitiveDeficit,,,
ParaKnockoutFly,hasSemiologyFeature,HyperthermiaInducedSeizure,,,
ParaKnockoutFly,hasSemiologyFeature,NeuromuscularDeficit,,,
ParaKnockoutFly,hasSemiologyFeature,SuddenUnexpectedDeathInEpilepsy,,,
ParaKnockoutFly,isUsedFor,BiomarkerDiscovery,,,
ParaKnockoutFly,isUsedFor,TherapeuticDevelopment,,,
ParaKnockoutFly,models,DravetSyndrome,,,
ParasympatheticHyperactivity,causes,Bradycardia,,,
ParentalMosaicism,causes,MilderEpilepticPhenotype,,,
ParentalMosaicism,causes,RecurrenceRisk,,,
ParentalMosaicism,causes,SCN1AMutation,,,
ParentalMosaicism,detectedIn,PeripheralTissue,,,
ParentDeliveredIntervention,increases,Compliance,,,
ParentDeliveredIntervention,increases,SocialValidity,,,
ParestheticSeizure,requires,AlternativeTreatment,,,
ParvalbuminInterneuron,regulates,DentateGyrusInhibition,,,
ParvalbuminInterneuronDysfunction,causes,Death,,,
ParvalbuminInterneuronDysfunction,causes,Seizure,,,
ParvalbuminNeuronLoss,lowers,ThetaGammaCoupling,,,
ParvalbuminSynapticIncrease,increases,InhibitorySynapticTransmission,,,
PatchClamp,isA,PrognosticTool,,,
PaternalMosaicism,originatesFrom,PostzygoticMutation,,,
PaternalSpermSample,hasA,MosaicSCN1AMutation,,,
PathogenicCNV,isDetectedIn,11Percent_SCN1ANegative,,,
PathogenicMutation,isDistributedThroughout,SCN1AProtein,,,
PathogenicSCN1AVariant,clustersIn,PoreFormingRegion,,,
PathogenicSCN1AVariant,clustersIn,VoltageSensorRegion,,,
PCA,identifies,TopRankingParameter,,,
PCDH19Deletion,causes,EpilepticEncephalopathy,,,
PCDH19Deletion,isCharacterizedBy,Mosaicism,,,
PCDH19MosaicMutation,causes,SymptomaticMaleEncephalopathy,,,
PCDH19Mutation,affects,Protocadherin19,,,
PCDH19Mutation,affectsMostly,Female,,,
PCDH19Mutation,causes,AfebrileSeizure,,,
PCDH19Mutation,causes,BehavioralDisturbance,,,
PCDH19Mutation,causes,CognitiveImpairment,,,
PCDH19Mutation,causes,DravetSyndrome,,,
PCDH19Mutation,causes,FebrileSeizure,,,
PCDH19Mutation,causes,FemaleLimitedEpilepsy,,,
PCDH19Mutation,causes,LanguageDelay,,,
PCDH19Mutation,causes,LessSevereOutcomeThanSCN1A,,,
PCDH19Mutation,causes,LossOfFunction,,,
PCDH19Mutation,causes,MentalRetardation,,,
PCDH19Mutation,causes,MyoclonicJerk,,,
PCDH19Mutation,causes,Photosensitivity,,,
PCDH19Mutation,causes,VariableSeizureOnset,,,
PCDH19Mutation,identifiedIn,SCN1ANegativeDravetSyndrome,,,
PCDH19Mutation,inheritedFrom,AsymptomaticFather,,,
PCDH19Mutation,isA,DeNovo,,,
PCDH19Mutation,isLinkedTo,CellularInterference,,,
PCDH19Mutation,mimics,SCN1AMutation,,,
PCDH19Mutation,overlapsWith,DravetSyndrome,,,
Pck1,downregulatedIn,SCN1LabZebrafish,,,
Pck1,encodes,PEPCKCytosolic,,,
Pck1Upregulation,corrects,GlucoseLevel,,,
Pck1Upregulation,increases,Gluconeogenesis,,,
Pck2,downregulatedIn,SCN1LabZebrafish,,,
Pck2,encodes,PEPCKMitochondrial,,,
Pdk2,downregulatedIn,SCN1LabZebrafish,,,
PediatricEpilepsy,associatedWith,IonChannelMutation,,,
PEGMonooleate,actsAs,Surfactant,,,
Pentylenetetrazole,increases,BurstMovement,,,
Pentylenetetrazole,induces,EpileptiformDischarge,,,
Pentylenetetrazole,induces,GeneralizedSeizure,,,
Pentylenetetrazole,induces,Seizure,,,
Pentylenetetrazole,induces,SeizureInZebrafish,,,
Pentylenetetrazole,induces,SpikeAndWaveDischarge,,,
Perampanel,enhances,AntiseizureEffectOfStiripentol,,,
Perampanel,enhances,AntiseizureEffectOfValproate,,,
Perampanel,hasBetterEffectThan,Stiripentol,,,
Perampanel,improves,Survival,,,
Perampanel,increases,SeizureThreshold,,,
Perampanel,inhibits,AMPAReceptor,,,
Perampanel,isComparedTo,NBQX,,,
Perampanel,isPotentialTreatmentFor,RefractoryEpilepsy,,,
Perampanel,isUsedFor ,CombinationTherapy,,,
Perampanel,modifies,EpileptogenesisInSCN1AE1099X/+Mouse,,,
Perampanel,prevents,SeizureInducedDeath,,,
Perampanel,reduces,ElectroclinicalSeizure,,,
Perampanel,reduces,HyperthermiaInducedSeizure,,,
Perampanel,reduces,NeuronalExcitability,,,
Perampanel,reduces,SeizureFrequency,,,
Perampanel,reduces,SeizureSeverity,,,
Perampanel,reduces,SuddenUnexpectedDeathInEpilepsy,,,
Perampanel,reduces,TonicClonicSeizureSeverity,,,
PeriIctalApnea,precedes,SuddenUnexpectedDeathInEpilepsy,,,
PeriIctalQTcProlongation,isNotAlwaysAssociatedWith,Arrhythmia,,,
PeripheralBloodSample,hasA,SomaticMutation,,,
PersistentSodiumCurrent,amplifies,ExtracellularPotassiumBuildUp,,,
PersistentSodiumCurrent,contributesTo,NeuronalHyperexcitability,,,
PersistentSodiumCurrent,contributesTo,SeizureSusceptibility,,,
PersistentSodiumCurrent,linkedTo,GeneralizedEpilepsyWithFebrileSeizurePlus,,,
PersistentSodiumCurrentGain,leadsTo,NeuronalHyperexcitability,,,
PertussisVaccination,associatedWith,DravetSyndrome,,,
PostictalGeneralizedEEGSuppression,observedAfter,FatalSeizure,,,
Pharmacoresistance,associatedWith,DravetSyndrome,,,
Phenobarbital,increases,CannabidiolMetabolism,,,
Phenobarbital,isA,AntiSeizureMedication,,,
Phenobarbital,worsens,DravetSyndrome                  ,,,
PhenotypeSeverity,isInfluencedBy,GeneticBackground,,,
PhenotypicHeterogeneity,isinfluencedby,GenomicBackground,,,
Phenytoin,doesNotAffect,CognitiveLevel,,,
Phenytoin,doesNotReduce,BurstMovement,,,
Phenytoin,increases,Alertness,,,
Phenytoin,increases,BetaBandActivity,,,
Phenytoin,increases,CannabidiolMetabolism,,,
Phenytoin,isA,SodiumChannelBlocker,,,
Phenytoin,reduces,InterictalSpike,,,
Phenytoin,reduces,SeizureDuration,,,
Phenytoin,reduces,SeizureFrequency,,,
Phenytoin,reduces,StatusEpilepticus,,,
Phenytoin,stabilizes,InactiveNaV1.1,,,
Phenytoin,usedLongTermIn,DravetSyndrome,,,
Phenytoin,worsens,DravetSyndrome                  ,,,
PhenytoinWeaning,causes,Myoclonus,,,
PhenytoinWeaning,increases,SeizureDuration,,,
PhenytoinWeaning,increases,SeizureFrequency,,,
pHi6.2,reduces,PersistentSodiumCurrentInR1648C,,,
PI3KAKTmTOROveractivation,causes,AutismSpectrumDisorder,,,
PI3KAKTmTOROveractivation,causes,Epilepsy,,,
PI3KAKTmTOROveractivation,causes,Megalencephaly,,,
PIGNMutation,causes,Hypotonia,,,
PIGNMutation,causes,MyelinationDelay,,,
PIGNMutation,causes,NonSyndroMouseIEE,,,
PIGTMutation,hasTreatment,HighDosePyridoxine,,,
Pilocarpine,reduces,VIPINActivityInDravetSyndromeMouse,,,
PK11195,improves,MitochondrialFunction,,,
PK11195,normalizes,GlucoseLevel,,,
PK11195,reduces,Seizure,,,
PK11195,reduces,TSPOExpression,,,
PK11195,upregulates,Pck1,,,
PoisonExon20NInclusion,causes,NonsenseMediatedDecay,,,
PoisonExon20NInclusion,reduces,NaV1.1ProteinLevel,,,
PoisonExon20NInclusion,reduces,SCN1AFullLengthProtein,,,
PoisonExon20NInclusion,reduces,SCN1AMRNALevel,,,
PoisonExonSplicing,isTargetFor,RNAtherapeutic,,,
PoisonExonVariant,enrichedIn,DravetSyndrome,,,
PolyPhen2,isUsedFor,VariantPathogenicityPrediction,,,
Polytherapy,isMoreEffectiveThan,Monotherapy,,,
Polytherapy,isUsedFor,DravetSyndrome,,,
Polytherapy,minimizes,AdverseEffect,,,
Polytherapy,reduces,SpontaneousSeizure,,,
PoreDomainMutation,differsFrom,VoltageSensingDomainMutation,,,
PositiveSyntheticCannabinoid,isA,IndoleCannabinoid,,,
PositiveSyntheticCannabinoid,reduces,ElectrographicSeizure,,,
PositiveSyntheticCannabinoid,reduces,Seizure,,,
PostictalBradycardia,isLessCommonIn,DravetSyndrome,,,
PostictalHypoventilation,isBiomarkerFor,SuddenUnexpectedDeathInEpilepsy,,,
PostzygoticMutation,affects,GermCell,,,
PostzygoticMutation,affects,SomaticCell,,,
PostzygoticMutation,generates,MosaicGenotype,,,
PotassiumChannelActivation,causes,IonFluxAlteration,,,
PPARGC1AExpression,isReducedIn,DravetOrganoid,,,
pR125CMutation,isLocatedIn,IgDomain,,,
pR125CMutation,prevents,SurfaceExpression,,,
PrematureStopCodon,activates,NonsenseMediatedDecay,,,
PremotorEpilepsy,hasTreatment,Cannabidiol,,,
PrimerDesignError,causes,MissedSCN1AMutation,,,
ProlongedFebrileSeizure,causes,CognitiveDeficit,,,
ProlongedSeizure,hasTreatment,Sedation,,,
Promethazine,affects,TTypeCalciumChannel,,,
Promethazine,isUsedFor,SeizureSuppression,,,
Promethazine,reduces,ElectrographicSeizure,,,
ProspectiveStudies,requiredFor,KetogenicDietEfficacy,,,
Protocadherin19,expressedIn,CentralNervousSystem,,,
PRRT2,isA,CandidateModifierGene,,,
PRRT2Mutation,causes,BenignFamilialInfantileEpilepsy,,,
pSNM,occursIn,SCN1AGene,,,
pSNM,transmitsTo,Offspring,,,
PTENActivity,reduces,PI3KAKTmTORPathwayActivity,,,
Pentylenetetrazole,antagonistOf,GABAAReceptor,,,
Pentylenetetrazole,causes,ConvulsiveSeizure,,,
Pentylenetetrazole,causes,NonconvulsiveSeizure,,,
Pentylenetetrazole,partiallyBlocks,HuperzineAProtection,,,
PentylenetetrazoleInducedConvulsion,increases,PostIctalHypoactivity,,,
PentylenetetrazoleKindling,modifies,LongTermSeizureSusceptibility,,,
PentylenetetrazoleModel,hasTreatment,Efavirenz,,,
PurkinjeNeuronDeficit,contributesTo,AtaxiaInDravetSyndrome,,,
PutativeExcitatoryNeuron,hasA,HighPreIctalActivity,,,
PutativeExcitatoryNeuron,hasA,ReducedSynchronizationPreictallyInDravetSyndrome,,,
PVAndCreDeletion,causes,Ataxia,,,
PVAndCreDeletion,causes,Seizure,,,
PVAndSSTNeuronDeletion,causes,AbsenceSeizure,,,
PVAndSSTNeuronDeletion,causes,AutismSpectrumDisorder,,,
PVAndSSTNeuronDeletion,causes,HyperthermiaInducedSeizure,,,
PVAndSSTNeuronDeletion,causes,PrematureDeath,,,
PVAndSSTNeuronDeletion,impairs,LongTermSpatialMemory,,,
PVAndSSTNeuronDeletion,increases,SeizureDuration,,,
PVAndSSTNeuronDeletion,increases,SeizureSusceptibility,,,
PVCellDefect,causes,SevereSeizure,,,
PVCellSilencing,increases,NetworkOscillations,,,
PVIN,hasSemiologyFeature,DevelopmentalMaturation,,,
PVIN,isCharacterizedBy,AISLengthening,,,
PVIN,undergoes,CompensatoryPlasticity,,,
PVINActivity,isNormal,QuietWakefulness,,,
PVInappropagation,isReducedIn,SCN1AHETMouse,,,
PVINInSCN1AMutant,isCharacterizedBy,ActionPotentialFailure,,,
PVINInSCN1AMutant,isCharacterizedBy,ReducedFiringFrequency,,,
PVINInSCN1AMutant,isCharacterizedBy,SpikeAccommodation,,,
PVINInSCN1AMutant,recovers,NormalExcitabilityAtP35,,,
PVINsInSCN1AMutant,retains,DistalActionPotentialInitiation,,,
PVInterneuron,doesNotIncrease,TemperatureElevationSynchronization,,,
PVInterneuron,doesNotSynchronize,PreIctalPeriod,,,
PVInterneuron,hasA,IncreasedBaselineActivityInDravetSyndrome,,,
PVInterneuron,hasA,ReducedSynchronizationPreictallyInDravetSyndrome,,,
PVInterneuron,isCharacterizedBy,ReducedFiring,,,
PVInterneuron,paces,RippleFrequency,,,
PVInterneuronDysfunction,causes,DecreasedInhibition,,,
PVInterneuronExcitabilityDeficit,causes,DisinhibitionOfPyramidalNeuron,,,
PVInterneuronHypoexcitability,reduces,InhibitoryPostSynapticCurrent,,,
PVInTransmission,contributesTo,ChronicDravetSyndromePathology,,,
PVInTransmission,isImpairedDuring,RepetitiveStimulation,,,
PVInTransmission,isImpairedIn,SuddenUnexpectedDeathInEpilepsyMouse,,,
PVInTransmission,isImpairedIn,Survivor,,,
PVSpikeImpairment,isObservedIn,p16Top21,,,
PVSpikeImpairment,normalizesBy,p35,,,
PyramidalNeuronHyperexcitability,involvedIn,EpilepticSeizure,,,
PyramidalNeuronNaCurrentDensity,correlatesWith,SpontaneousFiringFrequency,,,
PyramidalNeuronNaCurrentDensity,hasAgeDependent,Increase,,,
PyridoxineDependentEpilepsy,hasTreatment,Pyridoxine,,,
Pyrosequencing,validates,SomaticMutationInABCC9,,,
Q1923RMutation,prevents,NaVCurrent,,,
QTcLengthening,isCharacterizedBy,RepolarizationInstability,,,
QTcLengthening,isMoreCommonIn,DravetSyndrome,,,
R1596CMutation,causes,NoSodiumCurrent,,,
R1648CMutation,causes,DravetSyndrome,,,
R1648CMutation,causes,HyperthermiaInducedSeizure,,,
R1648CMutation,causes,NoninactivatingCurrent,,,
R1648CMutation,causes,SeverePhenotype,,,
R1648CMutation,causes,SpontaneousSeizure,,,
R1648CMutation,causes,SustainedDepolarization,,,
R1648CMutation,hasGreaterEffectThan,R1648H,,,
R1648CMutation,impairs,FastInactivation,,,
R1648HMutation,causes,GeneralizedEpilepsyWithFebrileSeizurePlus,,,
R1648HMutation,causes,HyperthermiaInducedSeizure,,,
R1648HMutation,causes,MildPhenotype,,,
R1648HMutation,causes,SpontaneousSeizure,,,
R1648HMutation,causes,SustainedDepolarization,,,
R1648Mutation,impairs,Deactivation,,,
R1886GMutation,destabilizes,NaV1.1CTDFold,,,
R1933QMutation,disrupts,CaMBindingToNaV1.1,,,
R859HMutant,hasA,IncreasedUseDependencyFebrile,,,
R859HMutant,hasA,LossOfChannelAvailabilityFebrile,,,
R859HMutation,affects,NaV1.1AlphaSubunitFunction,,,
R859HMutation,causes,MixedGatingDefect,,,
R859HMutation,causes,TemperatureDependentGatingDefect,,,
R865GMutant,hasA,IncreasedWindowCurrent,,,
R865GMutant,hasA,ReducedPeakCurrent,,,
R865GMutant,hasA,SlowedRecoveryFromInactivation,,,
R865GMutation,affects,NaV1.1AlphaSubunitFunction,,,
R865GMutation,causes,GainOfFunctionDefect,,,
R865GMutation,causes,TemperatureDependentGatingDefect,,,
R865GMutation,reduces,SodiumCurrentDensity,,,
R946CMutation,causes,NonfunctionalNaV1.1Channel,,,
R946HMutation,causes,NonfunctionalNaV1.1Channel,,,
RAI1,isA,CandidateModifierGene,,,
ReactiveGlia,modulates,ExtrasynapticGABAReceptor,,,
ReactiveNSC,leadsTo,AstrocyteFormation,,,
ReactiveNSC,reduces,Neurogenesis,,,
ReadThrough,restores,FullLengthGABRG2,,,
ReceptiveLanguageDeficit,linkedTo,AutismSpectrumDisorder,,,
Reduced5HT,increases,Death,,,
Reduced5HT,increases,Seizure,,,
Reduced5HT,occursBefore,SeizureOnset,,,
ReducedAcetylcholine,contributesTo,SeizureSusceptibility,,,
ReducedAcetylcholinesteraseActivity,causes,SeizureProtection,,,
ReducedBeta1SurfaceExpression,causes,FunctionalNullPhenotype,,,
ReducedCalciumInflux,leadsTo,ReducedsAHP,,,
ReducedCB1Expression,causes,SeizureSusceptibility,,,
ReducedCellCapacitance,isA,AlteredElectrophysiology,,,
ReducedCorticothalamicInput,impairs,nRTNeuronActivity,,,
ReducedDisynapticInhibition,causes,DisinhibitionOfPyramidalNeuron,,,
ReducedExcitability,impairs,SleepHomeostasis,,,
ReducedExcitabilityOfPVCell,causes,IncreasedAPFailureAtHighFrequency,,,
ReducedExcitabilityOfSSTCell,impairs,MartinottiCellFiring,,,
ReducedGABAergicActivity,causes,SeizureSusceptibility,,,
ReducedGABAergicInhibition,causes,BehavioralProblem,,,
ReducedGABAergicInhibition,causes,CognitiveImpairment,,,
ReducedGABAergicInhibition,causes,ExcessiveNeuronalExcitation,,,
ReducedGABAergicInhibition,causes,Seizure,,,
ReducedGABAergicInhibition,causes,SeizureOnset,,,
ReducedGABAergicInhibition,causes,SeizureSusceptibility,,,
ReducedGABAergicInhibition,causes,ThalamocorticalDysfunction,,,
ReducedGABAergicInhibition,impairs,CorticalInhibitoryNetwork,,,
ReducedGABAergicTransmission,enhances,NeuronalExcitability,,,
ReducedGABARelease,causes,CompensatoryEffect,,,
ReducedGABARelease,causes,ExcitationInhibitionImbalance,,,
ReducedGlutamatergicInput,impairs,ThalamicCircuitFunction,,,
ReducedInhibition,causes,BrainHyperexcitability,,,
ReducedInhibition,causes,EIBalanceDisruptionInBNST,,,
ReducedInhibition,causes,SeizureOnset,,,
ReducedInhibition,causes,SpontaneousSeizure,,,
ReducedInhibition,enhances,RTNChemoreceptorExcitability,,,
ReducedInputResistance,enhances,LossOfFunctionEffect,,,
ReducedInterneuronExcitability,isNotObserved,InVivoSpontaneousActivity,,,
ReducedInterneuronExcitability,isObserved,InVitroSliceRecording,,,
ReducedInterneuronExcitability,promotes,DepolarizingGABAEffect,,,
ReducedInterneuronFiring,impairs,NetworkOscillation,,,
ReducedIntracellularChloride,promotes,GABAergicInhibitionMaturation,,,
ReducedMartinottiCellFiring,impairs,DisynapticInhibitionBetweenPyramidalNeuron,,,
ReducedMembraneExcitability,isA,AlteredElectrophysiology,,,
ReducedNaV1.1Expression,causes,Hyperactivity,,,
ReducedNaV1.1Expression,causes,InterneuronExcitabilityLoss,,,
ReducedNaV1.1Function,alters,ExcitationInhibitionBalance,,,
ReducedNaV1.1Function,causes,AlteredNeuronalExcitability,,,
ReducedNaV1.1Function,causes,DecreasedNeuronExcitability,,,
ReducedNaV1.1Function,isObservedAt,AxonBranchPoint,,,
ReducedNeuronExcitability,impairs,InhibitoryNeuronFunction,,,
ReducedPosturalControl,affects,OralMotorSkill,,,
ReducedPurkinjeFiring,causes,Ataxia,,,
ReducedPurkinjeFiring,causes,DevelopmentalDelay,,,
ReducedPurkinjeFiring,causes,MotorCoordinationDeficit,,,
ReducedPVINSynchronization,contributesTo,SeizureOnset,,,
ReducedRippleCycle,reduces,EncodedInformation,,,
ReducedRippleFrequency,contributesTo,ImpairedSpatialMemory,,,
ReducedsAHP,causes,ExcitatoryNetworkHyperexcitability,,,
ReducedsAHP,causes,NeuronalHyperexcitability,,,
ReducedSeizureFrequency,improves,QualityOfLife,,,
ReducedSICI,indicates,ReducedSensitivityOfInhibitoryNetwork,,,
ReducedSKCurrent,increases,nRTExcitability,,,
ReducedSodiumCurrent,causes,DepolarizedRestingMembranePotential,,,
ReducedSodiumCurrent,causes,GABAergicInterneuronImpairment,,,
ReducedSodiumCurrent,causes,Hyperexcitability,,,
ReducedSodiumCurrent,causes,ReducedsAHP,,,
ReducedSodiumCurrent,causes,ReducedSpikeAmplitude,,,
ReducedSodiumCurrent,impairs,ActionPotentialFiring,,,
ReducedSodiumCurrent,impairs,GABAergicInterneuronFiring,,,
ReducedSodiumCurrent,impairs,NetworkInhibition,,,
ReducedSynapticStrength,causes,LongerNBD,,,
ReducedSynapticStrength,causes,LowerNBRate,,,
ReducedSynapticStrength,causes,ReducedPSIB,,,
ReducedThalamocorticalInput,impairs,nRTNeuronActivity,,,
RefractoryEpilepsy,hasTreatment,Cannabidiol,,,
RefractoryEpilepsy,hasTreatment,Fenfluramine,,,
