Subject,Predicate,Object,Section,Organism,PMCID
MorphometricFeature,includes,SurfaceArea,Methods,Human,10431750
MorphometricFeature,includes,CorticalVolume,Methods,Human,10431750
SubcorticalAnalysis,includes,HippocampalSubfieldSegmentation,Methods,Human,10431750
SubcorticalAnalysis,includes,AmygdalaNucleiSegmentation,Methods,Human,10431750
NetworkBasedModeling,uses,StructuralConnectivityMatrix,Methods,Human,10431750
NetworkBasedModeling,uses,FunctionalConnectivityMatrix,Methods,Human,10431750
ConnectivityMatrix,derivedFrom,HumanConnectomeProject,Methods,Human,10431750
EpicenterMapping,identifies,AtrophyEpicenter,Methods,Human,10431750
EpicenterMapping,uses,SpinPermutationTest,Methods,Human,10431750
SCN1APatients,show,CorticalAtrophy,Results,Human,10431750
SCN1APatients,show,SubcorticalAtrophy,Results,Human,10431750
CorticalAtrophy,predominatesIn,TemporoLimbicRegions,Results,Human,10431750
SubcorticalAtrophy,involves,Hippocampus,Results,Human,10431750
SubcorticalAtrophy,involves,Amygdala,Results,Human,10431750
SCN1APatients,show,IncreasedCSFVolume,Results,Human,10431750
IncreasedCSFVolume,reflects,BrainAtrophy,Results,Human,10431750
ParahippocampalCortex,shows,ReducedCorticalThickness,Results,Human,10431750
ParahippocampalCortex,shows,ReducedSurfaceArea,Results,Human,10431750
EntorhinalCortex,shows,ReducedSurfaceArea,Results,Human,10431750
FusiformGyrus,shows,ReducedSurfaceArea,Results,Human,10431750
InferiorTemporalGyrus,shows,ReducedSurfaceArea,Results,Human,10431750
TemporalPole,shows,ReducedCorticalVolume,Results,Human,10431750
Hippocampus,shows,VolumeReduction,Results,Human,10431750
Amygdala,shows,VolumeReduction,Results,Human,10431750
HippocampalSubfieldCA3,shows,VolumeReduction,Results,Human,10431750
HippocampalHead,shows,VolumeReduction,Results,Human,10431750
HippocampalBody,shows,VolumeReduction,Results,Human,10431750
Hippocampus,actsAs,StructuralAtrophyEpicenter,Results,Human,10431750
Hippocampus,actsAs,FunctionalAtrophyEpicenter,Results,Human,10431750
Amygdala,actsAs,StructuralEpicenter,Results,Human,10431750
EntorhinalCortex,actsAs,CorticalEpicenter,Results,Human,10431750
AtrophyPattern,follows,BrainConnectomeArchitecture,Results,Human,10431750
EarlierSeizureOnset,isAssociatedWith,GreaterAtrophy,Results,Human,10431750
HigherSCN1APredictionScore,isAssociatedWith,GreaterAtrophy,Results,Human,10431750
DravetSyndrome,shows,MoreSevereAtrophyThanGEFSPlus,Results,Human,10431750
SeizureSeverity,contributesTo,AtrophicChange,Results,Human,10431750
SCN1AMutation,creates,SelectiveBrainVulnerability,Discussion,Human,10431750
CorticoHippocampalCircuit,isPrimarySiteOf,SCN1ARelatedPathology,Discussion,Human,10431750
Atrophy,reflects,CombinedGeneticAndEpilepticEffect,Discussion,Human,10431750
NetworkBasedAtrophy,differsFrom,FocalLesionPattern,Discussion,Human,10431750
StructuralChange,mayUnderlie,CognitiveDecline,Discussion,Human,10431750
ProgressiveAtrophy,explains,MotorAndGaitAbnormality,Discussion,Human,10431750
MorphometricBiomarker,mayAssist,DiseaseSeverityStratification,Discussion,Human,10431750
NetworkAnalysis,improves,GenotypePhenotypeCorrelation,Discussion,Human,10431750
SCN8AEncephalopathy,isA,DevelopmentalAndEpilepticEncephalopathy,Introduction,Mouse,7064908
SCN8AEncephalopathy,isCausedBy,SCN8AGainOfFunctionMutation,Introduction,Mouse,7064908
SCN8A,encodes,Nav1.6SodiumChannel,Introduction,Mouse,7064908
Nav1.6SodiumChannel,isHighlyExpressedIn,ExcitatoryNeuron,Introduction,Mouse,7064908
SCN8AGainOfFunctionMutation,causes,NeuronalHyperexcitability,Introduction,Mouse,7064908
SCN8AEncephalopathy,hasFeature,EarlyOnsetSeizure,Introduction,Mouse,7064908
SCN8AEncephalopathy,hasFeature,DrugResistantSeizure,Introduction,Mouse,7064908
SCN8AEncephalopathy,hasFeature,DevelopmentalDelay,Introduction,Mouse,7064908
DravetSyndrome,isCausedBy,SCN1AHaploinsufficiency,Introduction,Mouse,7064908
SCN8A,actsAs,GeneticModifierOfDravetSyndrome,Introduction,Mouse,7064908
AntisenseOligonucleotide,reduces,TargetTranscriptAbundance,Introduction,Mouse,7064908
SCN8AASO,targets,Scn8aTranscript,Introduction,Mouse,7064908
Scn8aASO,isA,GapmerAntisenseOligonucleotide,Methods,Mouse,7064908
Scn8aASO,bindsTo,Scn8a3UTR,Methods,Mouse,7064908
Scn8aASO,reduces,Scn8aTranscriptLevel,Methods,Mouse,7064908
Scn8aASO,administeredBy,IntracerebroventricularInjection,Methods,Mouse,7064908
IntracerebroventricularInjection,performedAt,PostnatalDay2,Methods,Mouse,7064908
Scn8aASO,administeredBy,StereotacticInjection,Methods,Mouse,7064908
StereotacticInjection,performedAt,PostnatalDay30,Methods,Mouse,7064908
Scn8aR1872WMouse,isA,ConditionalSCN8AMouseModel,Methods,Mouse,7064908
Scn8aR1872WMouse,expresses,SCN8AR1872WVariant,Methods,Mouse,7064908
SCN8AR1872WVariant,isA,GainOfFunctionVariant,Methods,Mouse,7064908
Scn1aHaploinsufficientMouse,isA,DravetSyndromeMouseModel,Methods,Mouse,7064908
QuantitativePCR,measures,Scn8aTranscriptAbundance,Methods,Mouse,7064908
WesternBlot,measures,Nav1.6ProteinLevel,Methods,Mouse,7064908
EEGRecording,detects,ElectrographicSeizure,Methods,Mouse,7064908
OpenFieldTest,assesses,LocomotorActivity,Methods,Mouse,7064908
WheelRunningTest,assesses,MotorPerformance,Methods,Mouse,7064908
Scn8aASO,reduces,Scn8aTranscriptAbundance,Results,Mouse,7064908
Scn8aASO,reduces,Nav1.6ProteinLevel,Results,Mouse,7064908
Scn8aASO,shows,DoseDependentEffect,Results,Mouse,7064908
Scn8aASO,delays,SeizureOnset,Results,Mouse,7064908
Scn8aASO,prolongs,Survival,Results,Mouse,7064908
Scn8aASO,extends,MedianSurvival,Results,Mouse,7064908
ReducedScn8aTranscript,correlatesWith,SeizureProtection,Results,Mouse,7064908
Scn8aR1872WMouse,shows,EarlySeizureOnset,Results,Mouse,7064908
Scn8aR1872WMouse,shows,PrematureDeath,Results,Mouse,7064908
Scn8aASOTreatment,prevents,ElectrographicSeizure,Results,Mouse,7064908
EEGRecording,shows,NormalBackgroundActivity,Results,Mouse,7064908
Scn8aASOTreatment,doesNotAffect,WeightGain,Results,Mouse,7064908
Scn8aASOTreatment,doesNotAffect,OpenFieldActivity,Results,Mouse,7064908
Scn8aASOTreatment,reduces,WheelRunningSpeed,Results,Mouse,7064908
Scn8aASOTreatment,causes,MildMotorImpairment,Results,Mouse,7064908
Scn1aHaploinsufficientMouse,shows,SpontaneousSeizure,Results,Mouse,7064908
Scn1aHaploinsufficientMouse,shows,EarlyMortality,Results,Mouse,7064908
Scn8aASOTreatment,rescues,DravetMouseSurvival,Results,Mouse,7064908
Scn8aASOTreatment,prevents,SeizureInDravetMouse,Results,Mouse,7064908
Scn8aASOTreatment,doesNotAlter,Scn1aTranscriptLevel,Results,Mouse,7064908
PartialReductionOfScn8a,isWellTolerated,Mouse,Discussion,Mouse,7064908
PartialReductionOfScn8a,provides,TherapeuticWindow,Discussion,Mouse,7064908
Scn8aReduction,counteracts,NeuronalHyperexcitability,Discussion,Mouse,7064908
Scn8aReduction,isProtectiveIn,SCN8AEncephalopathy,Discussion,Mouse,7064908
Scn8aReduction,isProtectiveIn,DravetSyndrome,Discussion,Mouse,7064908
SCN8AASO,represents,PrecisionTherapyApproach,Discussion,Mouse,7064908
TargetingModifierGene,modulates,EpilepsySeverity,Discussion,Mouse,7064908
ASOTherapy,isPromisingFor,IntractableChildhoodEpilepsy,Discussion,Mouse,7064908
EarlyPostnatalTreatment,produces,LongLastingSeizureProtection,Discussion,Mouse,7064908
DravetSyndrome,isA,SevereChildhoodEpilepsy,Introduction,Human,3775921
DravetSyndrome,isCausedBy,SCN1AMutation,Introduction,Human,3775921
SCN1A,encodes,Nav1.1SodiumChannel,Introduction,Human,3775921
Nav1.1SodiumChannel,underlies,ActionPotentialGeneration,Introduction,Human,3775921
SCN1AMutation,isTypically,DeNovoMutation,Introduction,Human,3775921
SCN1AMutation,produces,Nav1.1LossOfFunction,Introduction,Human,3775921
DravetSyndrome,hasFeature,PharmacoresistantSeizure,Introduction,Human,3775921
DravetSyndrome,hasFeature,CognitiveRegression,Introduction,Human,3775921
DravetSyndrome,hasFeature,Ataxia,Introduction,Human,3775921
DravetSyndrome,hasFeature,IncreasedMortality,Introduction,Human,3775921
SCN1AHaploinsufficiency,raisesQuestionOf,HyperexcitabilityMechanism,Introduction,Human,3775921
MouseModel,supports,InterneuronHypothesis,Introduction,Human,3775921
InterneuronHypothesis,proposes,Disinhibition,Introduction,Human,3775921
HumanNeuronMechanism,remains,Uncertain,Introduction,Human,3775921
InducedPluripotentStemCell,enables,PatientSpecificNeuronModeling,Introduction,Human,3775921
DS1Patient,hasSCN1AVariant,IVS14Plus3AtoT,Methods,Human,3775921
IVS14Plus3AtoT,isA,SpliceDonorSiteMutation,Methods,Human,3775921
IVS14Plus3AtoT,causes,Exon14Skipping,Methods,Human,3775921
Exon14Skipping,maintains,ReadingFrame,Methods,Human,3775921
Exon14Skipping,removes,TransmembraneSegments2And3,Methods,Human,3775921
SCN1AVariantY325X,isA,NonsenseMutation,Methods,Human,3775921
SCN1AVariantY325X,produces,PrematureStopCodon,Methods,Human,3775921
DS2Patient,hasSCN1AVariant,Y325X,Methods,Human,3775921
MutantSCN1A,expressedIn,XenopusOocyte,Methods,Human,3775921
MutantSCN1A,produces,NoDetectableSodiumCurrent,Methods,Human,3775921
WildtypeSCN1A,produces,NormalSodiumCurrent,Methods,Human,3775921
MutantNav1.1Protein,shows,ReducedStability,Methods,Human,3775921
MutantNav1.1Protein,failsToReach,CellMembrane,Methods,Human,3775921
MutantSCN1A,doesNotExert,DominantNegativeEffect,Methods,Human,3775921
ReprogrammedCell,becomes,InducedPluripotentStemCell,Methods,Human,3775921
InducedPluripotentStemCell,expresses,PluripotencyMarkers,Methods,Human,3775921
InducedPluripotentStemCell,forms,Teratoma,Methods,Human,3775921
InducedPluripotentStemCell,differentiatesInto,NeuralProgenitorCell,Methods,Human,3775921
NeuralProgenitorCell,hasIdentity,Forebrain,Methods,Human,3775921
NeuralProgenitorCell,expresses,Pax6,Methods,Human,3775921
NeuralProgenitorCell,expresses,Musashi,Methods,Human,3775921
NeuralProgenitorCell,differentiatesInto,InducedNeuron,Methods,Human,3775921
InducedNeuron,hasSubtype,BipolarNeuron,Methods,Human,3775921
InducedNeuron,hasSubtype,PyramidalNeuron,Methods,Human,3775921
BipolarNeuron,isTypically,GABAergicNeuron,Methods,Human,3775921
PyramidalNeuron,isTypically,GlutamatergicNeuron,Methods,Human,3775921
InducedNeuron,expresses,MAP2,Methods,Human,3775921
InducedNeuron,expresses,BetaIIITubulin,Methods,Human,3775921
DSInducedNeuron,shows,IncreasedSodiumCurrentDensity,Results,Human,3775921
IncreasedSodiumCurrentDensity,occursIn,BipolarNeuron,Results,Human,3775921
IncreasedSodiumCurrentDensity,occursIn,PyramidalNeuron,Results,Human,3775921
IncreasedSodiumCurrentDensity,isAgeDependent,NeuronalMaturation,Results,Human,3775921
ImmatureNeuron,shows,NormalSodiumCurrentDensity,Results,Human,3775921
MatureDSNeuron,shows,ElevatedSodiumCurrentDensity,Results,Human,3775921
SodiumCurrent,isBlockedBy,Tetrodotoxin,Results,Human,3775921
SodiumChannelKinetics,areSimilarBetween,DSNeuronAndControlNeuron,Results,Human,3775921
DSInducedNeuron,hasProperty,LowerActionPotentialThreshold,Results,Human,3775921
DSInducedNeuron,hasProperty,IncreasedFiringFrequency,Results,Human,3775921
DSInducedNeuron,shows,SpontaneousFiring,Results,Human,3775921
DSInducedNeuron,shows,BurstingActivity,Results,Human,3775921
ControlNeuron,lacks,SpontaneousBursting,Results,Human,3775921
DSInducedNeuron,hasProperty,DepolarizedRestingMembranePotential,Results,Human,3775921
DSInducedNeuron,retains,NormalInputResistance,Results,Human,3775921
SCN1ATranscript,isNotIncreasedIn,DSInducedNeuron,Results,Human,3775921
SCN2ATranscript,isNotIncreasedIn,DSInducedNeuron,Results,Human,3775921
SCN3ATranscript,isNotIncreasedIn,DSInducedNeuron,Results,Human,3775921
SCN8ATranscript,isNotIncreasedIn,DSInducedNeuron,Results,Human,3775921
SCN9ATranscript,isNotIncreasedIn,DSInducedNeuron,Results,Human,3775921
IncreasedSodiumCurrentDensity,isMediatedBy,PostTranscriptionalMechanism,Results,Human,3775921
HumanDSNeuron,supports,CellAutonomousHyperexcitability,Discussion,Human,3775921
CellAutonomousHyperexcitability,doesNotRequire,NetworkDisinhibition,Discussion,Human,3775921
HumanDSFindings,differFrom,MouseInterneuronModel,Discussion,Human,3775921
HumanDSNeuron,shows,HyperexcitabilityInInhibitoryNeuron,Discussion,Human,3775921
HumanDSNeuron,shows,HyperexcitabilityInExcitatoryNeuron,Discussion,Human,3775921
IncreasedExcitability,mayLeadTo,NetworkSynchronization,Discussion,Human,3775921
NetworkSynchronization,produces,Seizure,Discussion,Human,3775921
HomeostaticCompensation,mayCause,SodiumCurrentUpregulation,Discussion,Human,3775921
iPSCModel,enables,MechanisticDiseaseStudy,Discussion,Human,3775921
iPSCModel,enables,TherapeuticDrugScreening,Discussion,Human,3775921
PediatricRefractoryEpilepsy,isA,HeterogeneousNeurologicDisorder,Introduction,Human,6125990
PediatricRefractoryEpilepsy,hasFeature,RecurrentSeizure,Introduction,Human,6125990
PediatricRefractoryEpilepsy,hasFeature,DrugResistance,Introduction,Human,6125990
Epilepsy,hasGeneticContribution,Heritability,Introduction,Human,6125990
NextGenerationSequencing,enables,GeneticDiagnosis,Introduction,Human,6125990
ACMGGuidelines,usedFor,VariantPathogenicityAssessment,Introduction,Human,6125990
Study,hasCohortSize,172Patients,Methods,Human,6125990
Study,includes,PediatricPatients,Methods,Human,6125990
Study,uses,TargetedGenePanel,Methods,Human,6125990
TargetedGenePanel,covers,153EpilepsyAssociatedGenes,Methods,Human,6125990
Sequencing,performedBy,IlluminaHiSeqXTen,Methods,Human,6125990
VariantValidation,performedBy,SangerSequencing,Methods,Human,6125990
VariantAnnotation,uses,ANNOVAR,Methods,Human,6125990
VariantAnnotation,uses,ExACDatabase,Methods,Human,6125990
VariantAnnotation,uses,HGMD,Methods,Human,6125990
VariantAnnotation,uses,MutationTaster,Methods,Human,6125990
VariantAnnotation,uses,PolyPhen2,Methods,Human,6125990
VariantAnnotation,uses,SIFT,Methods,Human,6125990
PathogenicVariant,identifiedIn,40Patients,Results,Human,6125990
LikelyPathogenicVariant,identifiedIn,40Patients,Results,Human,6125990
DiagnosticYield,equals,TwentyThreePointThreePercent,Results,Human,6125990
DeNovoVariant,accountsFor,SeventyFourPercentOfVariants,Results,Human,6125990
NovelVariant,accountsFor,SixtyPercentOfVariants,Results,Human,6125990
IonChannelGene,accountsFor,MajorityOfVariants,Results,Human,6125990
SCN1A,isMostCommonMutatedGene,EpilepsyCohort,Results,Human,6125990
IonChannelGene,includes,SCN1A,Results,Human,6125990
IonChannelGene,includes,SCN2A,Results,Human,6125990
IonChannelGene,includes,SCN8A,Results,Human,6125990
IonChannelGene,includes,KCNQ2,Results,Human,6125990
IonChannelGene,includes,KCNT1,Results,Human,6125990
LigandGatedIonChannelGene,includes,GABRA1,Results,Human,6125990
LigandGatedIonChannelGene,includes,GABRB3,Results,Human,6125990
DravetSyndrome,hasHighDiagnosticYield,GeneticTesting,Results,Human,6125990
DravetSyndrome,isAssociatedWith,SCN1AVariant,Results,Human,6125990
SCN1AVariant,isOften,DeNovoMutation,Results,Human,6125990
SCN1AVariant,isOften,NovelMutation,Results,Human,6125990
SCN1AVariant,hasVariantType,NonsenseMutation,Results,Human,6125990
SCN1AVariant,hasVariantType,FrameshiftMutation,Results,Human,6125990
SCN1AVariant,hasVariantType,MissenseMutation,Results,Human,6125990
SCN1AVariant,localizesTo,IntracellularLoop,Results,Human,6125990
SCN1AVariant,localizesTo,TransmembraneRegion,Results,Human,6125990
SCN1AVariant,localizesTo,PoreFormingRegion,Results,Human,6125990
OhtaharaSyndrome,isAssociatedWith,KCNQ2Variant,Results,Human,6125990
OhtaharaSyndrome,isAssociatedWith,SCN2AVariant,Results,Human,6125990
WestSyndrome,isAssociatedWith,STXBP1Variant,Results,Human,6125990
WestSyndrome,isAssociatedWith,KCNT1Variant,Results,Human,6125990
WestSyndrome,isAssociatedWith,CDKL5Variant,Results,Human,6125990
DooseSyndrome,isAssociatedWith,SYNGAP1Variant,Results,Human,6125990
GLUT1DeficiencySyndrome,isAssociatedWith,SLC2A1Variant,Results,Human,6125990
RettSyndrome,isAssociatedWith,MECP2Variant,Results,Human,6125990
TuberousSclerosisComplex,isAssociatedWith,TSC1Variant,Results,Human,6125990
TuberousSclerosisComplex,isAssociatedWith,TSC2Variant,Results,Human,6125990
EarlierSeizureOnset,isAssociatedWith,HigherDiagnosticYield,Results,Human,6125990
FamilyHistory,doesNotPredict,DiagnosticYield,Results,Human,6125990
GeneticDiagnosis,guides,MedicationSelection,Discussion,Human,6125990
SCN1AMutation,requires,AvoidanceOfSodiumChannelBlockers,Discussion,Human,6125990
SLC2A1Mutation,respondsTo,KetogenicDiet,Discussion,Human,6125990
TSC2Mutation,respondsTo,mTORInhibitor,Discussion,Human,6125990
GeneticTesting,supports,PrecisionMedicine,Discussion,Human,6125990
NextGenerationSequencing,improves,ClinicalManagement,Discussion,Human,6125990
DravetSyndrome,isCausedBy,SCN1AHeterozygousMutation,Introduction,Mouse,7059191
SCN1A,encodes,Nav1.1SodiumChannel,Introduction,Mouse,7059191
GLP1Analogue,includes,Liraglutide,Introduction,Mouse,7059191
Liraglutide,isA,GLP1ReceptorAgonist,Introduction,Mouse,7059191
GLP1Receptor,isExpressedIn,CentralNervousSystem,Introduction,Mouse,7059191
GLP1Signaling,hasRoleIn,Neuroprotection,Introduction,Mouse,7059191
GLP1Signaling,modulates,mTORPathway,Introduction,Mouse,7059191
Scn1aKO_Mouse,models,DravetSyndrome,Methods,Mouse,7059191
Liraglutide,administeredTo,Scn1aKO_Mouse,Methods,Mouse,7059191
EEGRecording,assesses,SeizureSusceptibility,Methods,Mouse,7059191
IntelliCage,assesses,CognitiveFunction,Methods,Mouse,7059191
OpenFieldTest,assesses,LocomotorBehavior,Methods,Mouse,7059191
NisslStaining,detects,NeuronalLoss,Methods,Mouse,7059191
Immunofluorescence,measures,ApoptosisRelatedProtein,Methods,Mouse,7059191
WesternBlot,measures,mTORPhosphorylation,Methods,Mouse,7059191
RTqPCR,measures,Scn1aTranscriptLevel,Methods,Mouse,7059191
AnnexinVAssay,measures,CellularApoptosis,Methods,Mouse,7059191
Liraglutide,reduces,SeizureSusceptibility,Results,Mouse,7059191
Liraglutide,improves,CognitiveFunction,Results,Mouse,7059191
Liraglutide,reduces,EpilepticBehavior,Results,Mouse,7059191
Liraglutide,reduces,NeuronalApoptosis,Results,Mouse,7059191
Liraglutide,increases,Scn1aTranscriptLevel,Results,Mouse,7059191
Liraglutide,increases,Nav1.1ProteinExpression,Results,Mouse,7059191
Liraglutide,reduces,mTORPhosphorylation,Results,Mouse,7059191
Liraglutide,reduces,CleavedCaspase3Level,Results,Mouse,7059191
Liraglutide,restores,BAX_BCL2Balance,Results,Mouse,7059191
Scn1aKO_Mouse,shows,CognitiveDysfunction,Results,Mouse,7059191
Scn1aKO_Mouse,shows,IncreasedNeuronalApoptosis,Results,Mouse,7059191
Liraglutide,exerts,NeuroprotectiveEffect,Discussion,Mouse,7059191
Neuroprotection,isMediatedBy,AntiApoptoticMechanism,Discussion,Mouse,7059191
mTORInhibition,contributesTo,SeizureReduction,Discussion,Mouse,7059191
GLP1Analogue,represents,TherapeuticCandidateForDravetSyndrome,Discussion,Mouse,7059191
GLP1Signaling,links,MetabolicPathwayToEpilepsy,Discussion,Mouse,7059191
EarlyInfantileEpilepticEncephalopathy,isA,SevereNeurologicalDisorder,Introduction,Human,8215605
EarlyInfantileEpilepticEncephalopathy,includes,DravetSyndrome,Introduction,Human,8215605
EarlyInfantileEpilepticEncephalopathy,includes,OhtaharaSyndrome,Introduction,Human,8215605
EarlyInfantileEpilepticEncephalopathy,includes,WestSyndrome,Introduction,Human,8215605
EarlyInfantileEpilepticEncephalopathy,hasFeature,EarlyOnsetSeizure,Introduction,Human,8215605
EarlyInfantileEpilepticEncephalopathy,hasFeature,DevelopmentalImpairment,Introduction,Human,8215605
EarlyInfantileEpilepticEncephalopathy,shows,GeneticHeterogeneity,Introduction,Human,8215605
EarlyInfantileEpilepticEncephalopathy,shows,PhenotypicPleiotropy,Introduction,Human,8215605
WholeExomeSequencing,usedFor,GeneticDiagnosis,Methods,Human,8215605
EpilepsyGenePanel,usedFor,GeneticDiagnosis,Methods,Human,8215605
VariantPathogenicity,assessedBy,ACMGGuidelines,Methods,Human,8215605
VariantValidation,performedBy,SangerSequencing,Methods,Human,8215605
ClinicalEvaluation,includes,VEEGRecording,Methods,Human,8215605
ClinicalEvaluation,includes,BrainMRI,Methods,Human,8215605
ClinicalEvaluation,includes,TreatmentResponseAssessment,Methods,Human,8215605
EIEECohort,hasDiagnosticYield,ThirtyFourPercent,Results,Human,8215605
EIEECohort,isEnrichedFor,DeNovoVariant,Results,Human,8215605
EIEECohort,isEnrichedFor,NovelVariant,Results,Human,8215605
SCN1A,causes,DravetSyndrome,Results,Human,8215605
SCN1A,causes,EarlyInfantileEpilepticEncephalopathy,Results,Human,8215605
STXBP1,causes,EarlyInfantileEpilepticEncephalopathy,Results,Human,8215605
STXBP1,causes,OhtaharaSyndrome,Results,Human,8215605
CDKL5,causes,CDKL5DeficiencyDisorder,Results,Human,8215605
PAFAH1B1,causes,WestSyndrome,Results,Human,8215605
SCN2A,causes,EarlyInfantileEpilepticEncephalopathy,Results,Human,8215605
KCNQ2,causes,WestSyndrome,Results,Human,8215605
PIGN,causes,NonSyndromicEIEE,Results,Human,8215605
STXBP1,isAssociatedWith,SynapticVesicleFusionImpairment,Results,Human,8215605
CDKL5,isAssociatedWith,InfantileSpasms,Results,Human,8215605
CDKL5,isAssociatedWith,SevereDevelopmentalDelay,Results,Human,8215605
PIGN,isAssociatedWith,Hypotonia,Results,Human,8215605
PIGN,isAssociatedWith,MyelinationDelay,Results,Human,8215605
PAFAH1B1,isAssociatedWith,Pachygyria,Results,Human,8215605
SCN2A,isAssociatedWith,CerebralAtrophy,Results,Human,8215605
KCNQ2,isAssociatedWith,DrugResistantEpilepsy,Results,Human,8215605
KetogenicDiet,improves,SeizureControlInEIEE,Results,Human,8215605
KetogenicDiet,improves,CognitiveOutcomeInEIEE,Results,Human,8215605
Vigabatrin,reduces,EpilepticSpasmsInPIGN,Results,Human,8215605
Valproate,isEffectiveIn,SCN1ARelatedEpilepsy,Results,Human,8215605
Clonazepam,isEffectiveIn,SCN1ARelatedEpilepsy,Results,Human,8215605
EarlyGeneticDiagnosis,enables,PrecisionTherapy,Discussion,Human,8215605
GenotypePhenotypeCorrelation,improves,ClinicalManagement,Discussion,Human,8215605
Cannabidiol,isApprovedFor,DravetSyndrome,Introduction,Human,10315157
Cannabidiol,isApprovedFor,LennoxGastautSyndrome,Introduction,Human,10315157
Cannabidiol,isApprovedFor,TuberousSclerosisComplex,Introduction,Human,10315157
Dronabinol,isApprovedFor,ChemotherapyInducedNauseaAndVomiting,Introduction,Human,10315157
Dronabinol,isApprovedFor,HIVAssociatedAnorexia,Introduction,Human,10315157
Cannabidiol,isA,PharmaceuticalGradeCannabinoid,Introduction,Human,10315157
Dronabinol,isA,SyntheticTetrahydrocannabinol,Introduction,Human,10315157
Cannabidiol,isUsedAs,AdjunctiveAntiseizureMedication,Introduction,Human,10315157
DravetSyndrome,isA,ChildhoodMedicallyRefractoryEpilepsy,Introduction,Human,10315157
Study,analyzes,MedicaidPrescriptionClaims,Methods,Human,10315157
Study,coversPeriod,Years2016To2020,Methods,Human,10315157
Study,examines,StateLevelPrescriptionPatterns,Methods,Human,10315157
MedicaidDatabase,captures,StateDrugUtilizationData,Methods,Human,10315157
PrescriptionRate,isCorrectedBy,MedicaidEnrollment,Methods,Human,10315157
Study,measures,PrescriptionCountPerState,Methods,Human,10315157
Study,measures,DrugReimbursementAmount,Methods,Human,10315157
DronabinolPrescription,decreasesFrom,Year2016To2020,Results,Human,10315157
CannabidiolPrescription,increasesFrom,Year2018To2020,Results,Human,10315157
DronabinolPrescription,decreasesBy,TwentyFivePercent,Results,Human,10315157
CannabidiolPrescription,increasesBy,SixteenThousandPercent,Results,Human,10315157
DronabinolSpending,decreasesBy,SixtySixPercent,Results,Human,10315157
CannabidiolSpending,increasesBy,TwentySixThousandPercent,Results,Human,10315157
DronabinolPrescription,shows,StateLevelVariation,Results,Human,10315157
CannabidiolPrescription,shows,StateLevelVariation,Results,Human,10315157
Connecticut,hasHighest,DronabinolPrescriptionRate,Results,Human,10315157
NewMexico,hasLowest,DronabinolPrescriptionRate,Results,Human,10315157
SeventeenStates,have,ZeroDronabinolPrescriptions,Results,Human,10315157
Idaho,hasElevated,CannabidiolPrescriptionRate,Results,Human,10315157
WashingtonDC,hasLowest,CannabidiolPrescriptionRate,Results,Human,10315157
StatePreferredDrugList,influences,CannabinoidPrescriptionRate,Results,Human,10315157
StepTherapyPolicy,limits,DronabinolAccess,Results,Human,10315157
MedicaidExpansionStatus,influences,CannabidiolPrescriptionRate,Results,Human,10315157
Cannabidiol,isIncreasinglyUsedFor,EpilepsyTreatment,Discussion,Human,10315157
Dronabinol,isDecreasinglyUsedIn,MedicaidPopulation,Discussion,Human,10315157
PrescriptionVariation,reflects,HealthPolicyDifferences,Discussion,Human,10315157
PrescriptionVariation,reflects,FormularyDifferences,Discussion,Human,10315157
PrescriptionVariation,reflects,SocioeconomicFactors,Discussion,Human,10315157
Pharmacoepidemiology,providesInsightInto,CannabinoidUsePatterns,Discussion,Human,10315157
Stiripentol,treats,DravetSyndrome,Introduction,Human,4527565
Stiripentol,isA,OrphanAntiseizureDrug,Introduction,Human,4527565
DravetSyndrome,isA,SevereMyoclonicEpilepsyOfInfancy,Introduction,Human,4527565
Stiripentol,targets,LactateDehydrogenase,Introduction,Human,4527565
LactateDehydrogenase,mediates,LactateMetabolism,Introduction,Human,4527565
Stiripentol,hasLow,AqueousSolubility,Introduction,Human,4527565
Stiripentol,isUnstableIn,AcidicEnvironment,Introduction,Human,4527565
PoorSolubility,limits,OralBioavailability,Introduction,Human,4527565
GastricInstability,limits,ClinicalEfficacy,Introduction,Human,4527565
Nanoemulsion,isA,OralDrugDeliverySystem,Methods,Rat,4527565
StiripentolLoadedNanoemulsion,preparedBy,SolventDiffusionUltrasonication,Methods,Rat,4527565
Nanoemulsion,contains,PolyethyleneGlycolMonooleate,Methods,Rat,4527565
Nanoemulsion,contains,MediumChainTriglycerides,Methods,Rat,4527565
StiripentolLoadedNanoemulsion,characterizedBy,ParticleSizeMeasurement,Methods,Rat,4527565
StiripentolLoadedNanoemulsion,characterizedBy,EntrapmentEfficiency,Methods,Rat,4527565
StiripentolLoadedNanoemulsion,characterizedBy,TransmissionElectronMicroscopy,Methods,Rat,4527565
StiripentolLoadedNanoemulsion,evaluatedBy,InVitroReleaseStudy,Methods,Rat,4527565
StiripentolLoadedNanoemulsion,evaluatedBy,BioavailabilityStudy,Methods,Rat,4527565
BioavailabilityStudy,performedIn,SpragueDawleyRat,Methods,Rat,4527565
StiripentolLoadedNanoemulsion,hasParticleSize,Approximately150Nanometers,Results,Rat,4527565
StiripentolLoadedNanoemulsion,hasEntrapmentEfficiency,GreaterThan99Percent,Results,Rat,4527565
StiripentolLoadedNanoemulsion,hasDrugLoad,TwelvePercent,Results,Rat,4527565
