Subject,Predicate,Object,Section,PMCID
SelectiveScn1aKnockout,phenocopies,NeuropsychiatricBehavioralPhenotype,Introduction,6555418
NucleusReticularisThalami,isA,ThalamicInhibitoryNucleus,Introduction,6555418
NucleusReticularisThalami,contains,GABAergicNeuron,Introduction,6555418
NucleusReticularisThalami,expresses,Scn1a,Introduction,6555418
NucleusReticularisThalami,modulates,ThalamocorticalInteraction,Introduction,6555418
NucleusReticularisThalami,inhibits,RelayThalamicNucleus,Introduction,6555418
NucleusReticularisThalami,regulates,ThalamocorticalOscillation,Introduction,6555418
NucleusReticularisThalami,canRegulate,Seizure,Introduction,6555418
VentrobasaThalamus,isA,RelayThalamicNucleus,Introduction,6555418
VentrobasaThalamus,expresses,Scn1a,Introduction,6555418
nRTNeuron,isA,IntrinsicOscillator,Introduction,6555418
PostInhibitoryReboundBursting,isImportantFor,ThalamicFunction,Introduction,6555418
PostInhibitoryReboundBursting,contributesTo,ThalamicRhythmogenesis,Introduction,6555418
DravetSyndromeMouseModel,isA,Scn1aLossOfFunctionModel,Methods,6555418
DravetSyndromeMouseModel,usesMutation,Scn1aR1407X,Methods,6555418
Scn1aR1407X,isA,LossOfFunctionMutation,Methods,6555418
Scn1aR1407X_HeterozygousMouse,isA,DravetSyndromeMouseModel,Methods,6555418
WildTypeLittermate,isControlFor,DravetSyndromeMouseModel,Methods,6555418
PatchClampRecording,recordsFrom,nRTParvalbuminPositiveNeuron,Methods,6555418
PatchClampRecording,recordsFrom,TCVBNueron,Methods,6555418
WholeCellPatchClamp,measures,ReboundBursting,Methods,6555418
WholeCellPatchClamp,measures,ActionPotentialThreshold,Methods,6555418
WholeCellPatchClamp,measures,InputResistance,Methods,6555418
WholeCellPatchClamp,measures,ActionPotentialWidth,Methods,6555418
VoltageClamp,measures,TTypeCalciumCurrent,Methods,6555418
VoltageClamp,measures,SKCurrent,Methods,6555418
TTypeCalciumCurrent,isA,LowThresholdCalciumConductance,Methods,6555418
SKCurrent,isA,CalciumActivatedSmallConductancePotassiumCurrent,Methods,6555418
SKChannel,hasSubtype,SK2,Methods,6555418
Kcnn2,encodes,SK2,Methods,6555418
qPCR,measures,Kcnn2TranscriptLevel,Methods,6555418
HorizontalThalamicSlice,preservesConnectivityBetween,nRTAndVB,Methods,6555418
InternalCapsuleStimulation,evokes,ThalamicOscillationInVB,Methods,6555418
ThalamicOscillation,occursInFrequencyBand,SpindleFrequencyRange,Methods,6555418
MicrocircuitOscillation,requires,ReciprocalnRT_VBConnectivity,Methods,6555418
EEGRecording,detects,NonConvulsiveSeizure,Methods,6555418
ECoGRecording,detects,CorticalSeizureActivity,Methods,6555418
MultiUnitActivityRecording,recordsFrom,nRT,Methods,6555418
MultiUnitActivityRecording,recordsFrom,VB,Methods,6555418
VideoMonitoring,distinguishes,NonConvulsiveSeizureFromConvulsiveSeizure,Methods,6555418
EBIO,isA,SKChannelAgonist,Methods,6555418
EBIO,enhances,SKCurrent,Methods,6555418
LocalInfusion,delivers,EBIOTo_nRT,Methods,6555418
SystemicInjection,delivers,EBIO,Methods,6555418
Optogenetics,targets,VB,Methods,6555418
SSFO,isA,BistableOpsin,Methods,6555418
SSFO,toggles,TCNeuronFiringMode,Methods,6555418
TCNeuronFiringMode,hasType,BurstingMode,Methods,6555418
TCNeuronFiringMode,hasType,TonicMode,Methods,6555418
ComputationalModel,models,nRT_TCVBNegativeFeedbackLoop,Methods,6555418
ComputationalModel,implementsSynapse,TCto_nRTGlutamatergicSynapse,Methods,6555418
ComputationalModel,implementsSynapse,nRTto_TCGABAergicSynapse,Methods,6555418
nRTNeuronModel,includesCurrent,SKCurrent,Methods,6555418
nRTNeuronModel,includesCurrent,TTypeCalciumCurrent,Methods,6555418
nRTNeuronModel,includesCurrent,FastSodiumCurrent,Methods,6555418
nRTNeuronModel,includesCurrent,DelayedRectifierPotassiumCurrent,Methods,6555418
VideoEEG,records,NonConvulsiveSeizureInDravetSyndrome,Methods,6555418
NonConvulsiveSeizure,canBe,AtypicalAbsenceSeizure,Methods,6555418
AtypicalAbsenceSeizure,hasEEGPattern,IrregularHighVoltageSpikeAndSlowWave,Methods,6555418
AtypicalAbsenceSeizure,hasClinicalFeature,DecreasedAwareness,Methods,6555418
AtypicalAbsenceSeizure,canInclude,EyelidMyoclonus,Methods,6555418
AtypicalAbsenceSeizure,canInclude,UpperLimbMyoclonicJerk,Methods,6555418
Scn1aDeficiency,increases,nRTNeuronInputResistance,Results,6555418
IncreasedInputResistance,indicates,DecreasedTotalMembraneConductance,Results,6555418
Scn1aDeficiency,depolarizes,ActionPotentialThresholdIn_nRTNeuron,Results,6555418
Scn1aDeficiency,increases,ActionPotentialWidthIn_nRTNeuron,Results,6555418
nRTNeuronInDravetSyndromeMouseModel,firesMore,ActionPotentialDuringDepolarization,Results,6555418
nRTNeuronInDravetSyndromeMouseModel,shows,EnhancedIntrinsicExcitability,Results,6555418
nRTNeuronInDravetSyndromeMouseModel,shows,EnhancedReboundBursting,Results,6555418
EnhancedReboundBursting,hasFeature,IncreasedActionPotentialNumberPerBurst,Results,6555418
Scn1aDeficiency,doesNotAlter,TCVBNeuronPassiveProperties,Results,6555418
Scn1aDeficiency,doesNotAlter,TCVBNeuronReboundFiring,Results,6555418
Scn1aDeficiency,doesNotAlter,TCVBNeuronTonicFiring,Results,6555418
Scn1aDeficiency,doesNotAlter,SpontaneousExcitatorySynapticCurrentIn_nRT,Results,6555418
Scn1aDeficiency,doesNotAlter,SpontaneousExcitatorySynapticCurrentIn_TCVB,Results,6555418
nRTReboundBursting,isMediatedBy,TTypeCalciumCurrent,Results,6555418
nRTReboundBursting,isMediatedBy,SKCurrent,Results,6555418
TTypeCalciumCurrentIn_nRT,hasProperty,UnchangedDensityInDravetSyndromeMouseModel,Results,6555418
TTypeCalciumCurrentIn_nRT,hasProperty,UnchangedVoltageDependenceInDravetSyndromeMouseModel,Results,6555418
TTypeCalciumCurrentIn_nRT,hasProperty,UnchangedSteadyStateInactivationInDravetSyndromeMouseModel,Results,6555418
EnhancedReboundBursting,isNotDueTo,StrongerTTypeCalciumCurrent,Results,6555418
SKCurrentIn_nRT,hasProperty,ReducedDensityInDravetSyndromeMouseModel,Results,6555418
Scn1aDeficiency,reduces,Kcnn2ShortTranscriptIn_nRT,Results,6555418
Kcnn2ShortTranscriptReduction,reduces,SK2ExpressionIn_nRT,Results,6555418
SKAgonistEBIO,normalizes,nRTReboundBursting,Results,6555418
SKAgonistEBIO,doesNotAlter,TCVBNeuronFiring,Results,6555418
ReducedSKConductance,phenocopies,EnhancedReboundBurstingIn_nRTModel,Results,6555418
ReducedSKConductance,phenocopies,IncreasedInputResistanceIn_nRTModel,Results,6555418
ReducedTransientSodiumConductance,doesNotExplain,EnhancedReboundBursting,Results,6555418
ReducedTransientSodiumConductance,doesNotExplain,IncreasedInputResistance,Results,6555418
InternalCapsuleStimulationInSlice,evokes,RhythmicBurstingInVB,Results,6555418
RhythmicBurstingInVB,requires,nRT_VBReciprocalInteraction,Results,6555418
DravetSyndromeMouseModel,shows,LongerThalamicCircuitOscillation,Results,6555418
LongerThalamicCircuitOscillation,hasFeature,MoreBursts,Results,6555418
LongerThalamicCircuitOscillation,hasFeature,LowerBurstingFrequency,Results,6555418
nRT_VBMicrocircuitInDravetSyndromeMouseModel,hasProperty,Hyperexcitable,Results,6555418
CircuitModelWithReducedSK,shows,EnhancedNetworkOscillation,Results,6555418
EnhancedNetworkOscillation,hasFeature,LongerOscillationDuration,Results,6555418
EnhancedNetworkOscillation,hasFeature,MoreBurstsPerOscillation,Results,6555418
EnhancedNetworkOscillation,hasFeature,LowerOscillationFrequency,Results,6555418
Longer_nRTBurst,causes,StrongerTCVBHyperpolarization,Results,6555418
StrongerTCVBHyperpolarization,causes,LowerNetworkOscillationFrequency,Results,6555418
NonConvulsiveSeizureInMouseModel,isA,CorticalSeizure,Results,6555418
NonConvulsiveSeizureInMouseModel,hasEEGSignature,FourToSevenHzFundamentalFrequency,Results,6555418
NonConvulsiveSeizureInMouseModel,hasEEGPattern,PolySpikeAndWave,Results,6555418
PolySpikeAndWave,differsFrom,TypicalAbsenceSpikeAndWaveDischarge,Results,6555418
NonConvulsiveSeizureInDravetSyndromePatient,hasEEGSignature,FourToSevenHzFundamentalFrequency,Results,6555418
NonConvulsiveSeizureInDravetSyndromePatient,hasEEGPattern,PolySpikeAndWave,Results,6555418
MouseNonConvulsiveSeizure,resembles,HumanNonConvulsiveSeizure,Results,6555418
nRTBurstFiring,isPhaseLockedTo,CorticalPolySpike,Results,6555418
VBBurstFiring,isPhaseLockedTo,CorticalPolySpike,Results,6555418
nRTandVBBurstFiring,occursDuring,NonConvulsiveSeizure,Results,6555418
nRTandVBBurstFiring,occursDuring,HyperthermiaTriggeredConvulsiveSeizure,Results,6555418
EBIOInfusionInto_nRT,reduces,SpontaneousNonConvulsiveSeizureNumber,Results,6555418
SystemicEBIOAdministration,reduces,NonConvulsiveSeizureNumber,Results,6555418
SKEnhancement,treats,NonConvulsiveSeizureInDravetSyndromeMouseModel,Results,6555418
SKEnhancement,targets,nRT,Results,6555418
nRT,projectsTo,VB,Results,6555418
VB,projectsTo,SomatosensoryCortexS1,Results,6555418
nRT_VB_S1Pathway,isCausallyInvolvedIn,NonConvulsiveSeizureMaintenance,Results,6555418
SSFOActivationInVB,eliminates,VBBurst,Results,6555418
SSFOActivationInVB,induces,TonicFiringInTCVB,Results,6555418
SSFOActivationInVB,stops,OngoingNonConvulsiveSeizure,Results,6555418
SeizureInterruption,requires,SSFOActivation,Results,6555418
Scn1aDeficiency,reduces,SKCurrentIn_nRT,Discussion,6555418
ReducedSKCurrentIn_nRT,drives,ThalamicHyperexcitability,Discussion,6555418
ThalamicHyperexcitability,promotes,NonConvulsiveCorticalSeizure,Discussion,6555418
CompensatoryDecreaseInSKChannelExpression,shiftsCurrentBalanceToward,InwardCurrent,Discussion,6555418
ShiftTowardInwardCurrent,increases,InputResistanceIn_nRTNeuron,Discussion,6555418
IncreasedInputResistanceIn_nRTNeuron,enhances,IntrinsicExcitability,Discussion,6555418
EnhancedIntrinsicExcitability,enhances,ReboundBursting,Discussion,6555418
EnhancedIntrinsicExcitability,enhances,SpikingDuringDepolarization,Discussion,6555418
ThalamicRhythmogenesis,isSensitiveTo,SKCurrent,Discussion,6555418
SKCurrentBlockade,causes,ThalamicCircuitHyperexcitability,Discussion,6555418
SK2,isA,GeneticModifierOfNonConvulsiveSeizureInDravetSyndrome,Discussion,6555418
Kcnn2ReductionIn_nRT,contributesTo,NonConvulsiveSeizure,Discussion,6555418
Thalamus,isTargetFor,NonConvulsiveSeizureTreatmentInDravetSyndrome,Discussion,6555418
Chlorzoxazone,isA,SKChannelActivator,Discussion,6555418
SKChannelActivator,canImprove,MotorPerformance,Discussion,6555418
WorkingModel,includes,nRT_SKReduction,Discussion,6555418
WorkingModel,includes,nRTEnhancedBurstOutput,Discussion,6555418
WorkingModel,includes,TCVBReboundBursting,Discussion,6555418
WorkingModel,includes,ReExcitationOf_nRT,Discussion,6555418
WorkingModel,includes,IterativeBurstCycle,Discussion,6555418
IterativeBurstCycle,maintains,NonConvulsiveSeizure,Discussion,6555418
HyperactiveCortex,recruits,nRT,Discussion,6555418
nRTIntrinsicHyperexcitability,amplifies,AbnormalCorticalInput,Discussion,6555418
Thalamus,isRequiredFor,SeizureMaintenance,Discussion,6555418
CorticalGABAergicNeuron,shows,ReducedFiringInDravetSyndromeModel,Discussion,6555418
nRTGABAergicNeuron,shows,EnhancedFiringInDravetSyndromeModel,Discussion,6555418
GlobalGABAergicEnhancementStrategy,mayBeSuboptimalFor,DravetSyndrome,Discussion,6555418
TherapeuticStrategy,shouldCombine,EnhanceCorticalInhibition,Discussion,6555418
TherapeuticStrategy,shouldCombine,Reduce_nRTBursting,Discussion,6555418
SK2Loss,isAssociatedWith,SleepFragmentation,Discussion,6555418
SK2Loss,reduces,SleepSpindle,Discussion,6555418
SleepImpairmentInDravetSyndromeMouseModel,mayInvolve,SK2Reduction,Discussion,6555418
SK2OverExpression,increases,SleepSpindle,Discussion,6555418
SK2OverExpression,reduces,SleepFragmentation,Discussion,6555418
EnhancingSKFunction,mayRestore,SleepImpairmentInDravetSyndrome,Discussion,6555418
nRTSKChannel,isImpicatedIn,AttentionDeficitDisorder,Discussion,6555418
nRT,mayBeTherapeuticTargetFor,SeizureComponent,Discussion,6555418
nRT,mayBeTherapeuticTargetFor,AutismComponent,Discussion,6555418
VoltageGatedSodiumChannel,hasDomain,DomainIV,Introduction,8454921
DomainIV,hasSegment,S4Segment,Introduction,8454921
S4Segment,hasFunctionalRole,VoltageSensorMovement,Introduction,8454921
DomainIVS4Segment,hasFunctionalProperty,SlowMovement,Introduction,8454921
DomainIVS4Segment,uncovers,InactivationLoopBindingSite,Introduction,8454921
InactivationLoop,bindsTo,SodiumChannelPore,Introduction,8454921
SCN1AGene,encodes,NaV1_1Channel,Introduction,8454921
R1648HVariant,isVariantOf,SCN1AGene,Introduction,8454921
R1648CVariant,isVariantOf,SCN1AGene,Introduction,8454921
R1648HVariant,isLocatedIn,DomainIVS4Segment,Introduction,8454921
R1648CVariant,isLocatedIn,DomainIVS4Segment,Introduction,8454921
R1648HVariant,isAssociatedWith,GEFSPlus,Introduction,8454921
R1648CVariant,isAssociatedWith,DravetSyndrome,Introduction,8454921
GEFSPlus,hasClinicalFeature,FebrileSeizure,Introduction,8454921
GEFSPlus,hasClinicalFeature,SpontaneousSeizure,Introduction,8454921
DravetSyndrome,hasClinicalFeature,FebrileSeizure,Introduction,8454921
DravetSyndrome,hasClinicalFeature,SpontaneousSeizure,Introduction,8454921
DravetSyndrome,hasClinicalFeature,DelayedDevelopment,Introduction,8454921
DravetSyndrome,hasClinicalFeature,MotorImpairment,Introduction,8454921
GEFSPlus,hasTypicalSeverity,ModerateEpilepsy,Introduction,8454921
DravetSyndrome,hasTypicalSeverity,SevereEpilepsy,Introduction,8454921
SCN1AEpilepsy,hasClinicalFeature,AnticonvulsantDrugResistance,Introduction,8454921
OocyteExpressionSystem,isA,HeterologousExpressionSystem,Introduction,8454921
HEKCellExpressionSystem,isA,HeterologousExpressionSystem,Introduction,8454921
ComputationalModel,isA,InSilicoModel,Introduction,8454921
R1648HVariant,hasBiophysicalEffect,DecreasedUseDependenceOfInactivation,Introduction,8454921
R1648HVariant,hasBiophysicalEffect,FasterRecoveryFromInactivation,Introduction,8454921
R1648HVariant,hasBiophysicalEffect,IncreasedPersistentSodiumCurrent,Introduction,8454921
R1648CVariant,hasBiophysicalEffect,IncreasedPersistentSodiumCurrent,Introduction,8454921
R1648HMouseModel,models,R1648HVariant,Introduction,8454921
R1648HMouseModel,hasPhenotype,ReducedThresholdToHeatInducedSeizure,Introduction,8454921
BipolarInhibitoryNeuron,hasElectrophysiologicalChange,DecreasedRepetitiveFiring,Introduction,8454921
BipolarInhibitoryNeuron,hasMechanism,ReducedSodiumCurrent,Introduction,8454921
BipolarInhibitoryNeuron,hasMechanism,SlowerRecoveryFromInactivation,Introduction,8454921
BipolarInhibitoryNeuron,hasMechanism,IncreasedUseDependentInactivation,Introduction,8454921
PersistentSodiumCurrent,isA,SodiumCurrentComponent,Introduction,8454921
HeterologousExpressionSystem,hasLimitation,MechanismMayDifferInExcitableCells,Introduction,8454921
R1648CMouseModel,hasResearchGap,NotAvailable,Introduction,8454921
Temperature,modulates,VoltageGatedSodiumChannelFunction,Introduction,8454921
DrosophilaMelanogaster,isA,GeneticModelOrganism,Introduction,8454921
DrosophilaSodiumChannelGene,isA,paraGene,Introduction,8454921
paraGene,encodes,ParaProtein,Introduction,8454921
ParaProtein,isSimilarTo,NaV1_1Channel,Introduction,8454921
DrosophilaMelanogaster,hasGenomeProperty,SingleSodiumChannelGene,Introduction,8454921
MammalianBrain,expresses,SCN1AGene,Introduction,8454921
MammalianBrain,expresses,SCN2AGene,Introduction,8454921
MammalianBrain,expresses,SCN8AGene,Introduction,8454921
K1270TVariant,isAssociatedWith,GEFSPlus,Introduction,8454921
S1231RVariant,isAssociatedWith,DravetSyndrome,Introduction,8454921
DrosophilaParaK1270TModel,hasPhenotype,HeatInducedSeizure,Introduction,8454921
DrosophilaParaS1231RModel,hasPhenotype,HeatInducedSeizure,Introduction,8454921
SCN1AMutation,canCause,DistinctAlterationsInSodiumChannelActivity,Introduction,8454921
StudyAim,models,PatientSpecificEpilepsy,Introduction,8454921
StudyAim,evaluates,TemperatureEffectsOnBehavior,Introduction,8454921
StudyAim,evaluates,TemperatureEffectsOnCellularPhenotype,Introduction,8454921
CRISPRCas9,isA,GenomeEditingMethod,Methods,8454921
CRISPRCas9,wasUsedToInsert,R1648CVariant,Methods,8454921
CRISPRCas9,wasUsedToInsert,R1648HVariant,Methods,8454921
CRISPRCas9,wasUsedToInsert,R1648RVariant,Methods,8454921
paraGene,isLocatedOn,XChromosome,Methods,8454921
paraGeneDisruption,causes,LethalityInHemizygousMales,Methods,8454921
paraGeneDisruption,causes,LethalityInHomozygousFemales,Methods,8454921
MutantXChromosome,wasBalancedWith,FM7BalancerChromosome,Methods,8454921
DsRedMarker,isA,EyeSpecificSelectableMarker,Methods,8454921
gRNA,targets,WormSequencesFlankingDsRed,Methods,8454921
RepairTemplate,contains,paraExon30,Methods,8454921
RepairTemplate,contains,R1648PointMutation,Methods,8454921
FlyEmbryo,expresses,Cas9,Methods,8454921
Cas9,isExpressedUnder,vasGermCellPromoter,Methods,8454921
SeizureAssay,uses,WaterBathHeatingProtocol,Methods,8454921
VialTemperature,wasMonitoredBy,ContinuousMeasurement,Methods,8454921
Electrophysiology,wasPerformedIn,AntennalLobeLocalNeuron,Methods,8454921
AntennalLobeLocalNeuron,isA,GABAergicInhibitoryNeuron,Methods,8454921
WholeCellPatchClamp,records,ActionPotentialFiring,Methods,8454921
WholeCellPatchClamp,records,SodiumCurrent,Methods,8454921
TemperatureProtocol,includes,RoomTemperatureBaseline,Methods,8454921
TemperatureProtocol,includes,ElevatedTemperaturePhase,Methods,8454921
TemperatureProtocol,includes,CoolingBackToRoomTemperature,Methods,8454921
DepolarizingCurrentStep,evokes,ActionPotentialTrain,Methods,8454921
DeactivationProtocol,measures,CurrentDeactivationThreshold,Methods,8454921
DeactivationProtocol,returnsTo,VariableRestingPotentials,Methods,8454921
R1648C_HeterozygousFly,hasPhenotype,SpontaneousSeizureLikeBehavior,Results,8454921
R1648H_HeterozygousFly,hasPhenotype,SpontaneousSeizureLikeBehavior,Results,8454921
R1648R_ControlFly,lacksPhenotype,SeizureLikeBehavior,Results,8454921
HeatExposure,triggers,SeizureLikeBehavior,Results,8454921
HeatInducedSeizure,hasOnsetProperty,RapidOnsetDuringHeating,Results,8454921
R1648C_HeterozygousFly,hasPhenotype,HeatInducedSeizure,Results,8454921
R1648H_HeterozygousFly,hasPhenotype,HeatInducedSeizure,Results,8454921
R1648C_HeterozygousFly,hasSurvivalPhenotype,ReducedLifespan,Results,8454921
R1648H_HeterozygousFly,hasSurvivalPhenotype,ReducedLifespan,Results,8454921
SeizureActivity,isAssociatedWith,PrematureDeath,Results,8454921
ReducedLifespan,wasUnexpectedGiven,ClinicalSeverityDifferenceBetweenDSandGEFSPlus,Results,8454921
InhibitoryNeuron,isA,PrimaryCellTypeAffectedInSCN1AEpilepsyModels,Results,8454921
StudyFocus,evaluates,InhibitoryNeuronExcitability,Results,8454921
AntennalLobeLocalNeuron,isAccessibleFor,ElectrophysiologicalRecording,Results,8454921
R1648C_LocalNeuron,hasElectrophysiologicalPhenotype,SustainedDepolarizationDuringEvokedFiring,Results,8454921
R1648H_LocalNeuron,hasElectrophysiologicalPhenotype,SustainedDepolarizationDuringEvokedFiring,Results,8454921
SustainedDepolarization,causes,CessationOfActionPotentialFiring,Results,8454921
SustainedDepolarization,canPersistAfter,StimulusEnd,Results,8454921
PoststimulusDepolarization,isA,SustainedDepolarization,Results,8454921
ElevatedTemperature,increases,IncidenceOfSustainedDepolarization,Results,8454921
ElevatedTemperature,increases,IncidenceOfPoststimulusDepolarization,Results,8454921
R1648C_LocalNeuron,canExhibit,SustainedDepolarizationAtRoomTemperature,Results,8454921
R1648H_LocalNeuron,canExhibit,SustainedDepolarizationAtRoomTemperature,Results,8454921
R1648H_LocalNeuron,shows,TemperatureSensitiveIncreaseInSpontaneousSustainedDepolarization,Results,8454921
SpontaneousSustainedDepolarization,hasDurationProperty,LongerThan100ms,Results,8454921
R1648C_LocalNeuron,hasFiringChange,IncreasedSpikeFrequencyAtRoomTemperature,Results,8454921
R1648H_LocalNeuron,hasFiringChange,DecreasedSpikeFrequencyAt30Celsius,Results,8454921
ElevatedTemperature,reduces,InhibitoryFiringFrequency,Results,8454921
SodiumCurrent,hasComponent,TransientSodiumCurrent,Results,8454921
SodiumCurrent,hasComponent,PersistentSodiumCurrent,Results,8454921
R1648C_LocalNeuron,hasSodiumCurrentChange,HyperpolarizedDeactivationThreshold,Results,8454921
R1648H_LocalNeuron,hasSodiumCurrentChange,HyperpolarizedDeactivationThreshold,Results,8454921
HyperpolarizedDeactivationThreshold,isObservedAt,RoomTemperature,Results,8454921
HyperpolarizedDeactivationThreshold,isObservedAt,ElevatedTemperature,Results,8454921
R1648R_ControlLocalNeuron,lacksSodiumCurrentChange,HyperpolarizedDeactivationThreshold,Results,8454921
SodiumCurrentDeactivation,contributesTo,ActionPotentialTermination,Results,8454921
HyperpolarizedDeactivationThreshold,promotes,SustainedDepolarization,Results,8454921
R1648C_LocalNeuron,hasSodiumCurrentProperty,AlteredSteadyStateInactivation,Results,8454921
R1648H_LocalNeuron,hasSodiumCurrentProperty,AlteredSteadyStateInactivation,Results,8454921
R1648C_LocalNeuron,hasSodiumCurrentProperty,AlteredActivationCurve,Results,8454921
R1648H_LocalNeuron,hasSodiumCurrentProperty,AlteredActivationCurve,Results,8454921
Temperature,modulates,SodiumCurrentKinetics,Results,8454921
DomainIVS4Segment,hasRoleIn,DeactivationProcess,Discussion,8454921
DomainIVS4SegmentMutation,canAlter,DeactivationThreshold,Discussion,8454921
HyperpolarizedDeactivationThreshold,isA,ConstitutiveChannelDefect,Discussion,8454921
ConstitutiveChannelDefect,interactsWith,HeatInducedCellularChanges,Discussion,8454921
R1648CVariant,produces,BehavioralPhenotypeSimilarToR1648HVariant,Discussion,8454921
BehavioralSimilarity,wasUnexpectedGiven,DifferentHumanEpilepsySyndromes,Discussion,8454921
R1648CVariant,hasMechanisticOverlapWith,R1648HVariant,Discussion,8454921
HyperpolarizedDeactivationThreshold,isSharedBy,R1648CAndR1648HModels,Discussion,8454921
SustainedDepolarization,isSharedBy,R1648CAndR1648HModels,Discussion,8454921
InhibitoryNeuronDysfunction,canContributeTo,SeizureGeneration,Discussion,8454921
ReducedInhibitoryFiring,canContributeTo,NetworkHyperexcitability,Discussion,8454921
TemperatureSensitivity,canExacerbate,InhibitoryNeuronDysfunction,Discussion,8454921
DrosophilaModel,enables,ComparisonOfMutationsAtSingleLocusInExcitableCells,Discussion,8454921
DrosophilaModel,enables,EvaluationOfTemperatureEffectsOnChannelFunction,Discussion,8454921
SingleSodiumChannelGene,simplifies,GenotypePhenotypeInterpretation,Discussion,8454921
StudyConclusion,identifies,HyperpolarizedDeactivationThresholdAsKeyDefect,Discussion,8454921
StudyConclusion,links,HyperpolarizedDeactivationThresholdToSustainedDepolarization,Discussion,8454921
StudyConclusion,links,InhibitoryNeuronSustainedDepolarizationToSeizureLikeBehavior,Discussion,8454921
StudyConclusion,suggests,SharedDefectsCanOverrideClinicalSeverityDifferences,Discussion,8454921
DravetSyndrome,isA,EpilepticEncephalopathy,Introduction,5022661
DravetSyndrome,isA,ChildhoodOnsetEpilepsy,Introduction,5022661
DravetSyndrome,hasPhenotype,Hyperactivity,Introduction,5022661
DravetSyndrome,hasPhenotype,CognitiveDeficit,Introduction,5022661
DravetSyndrome,hasPhenotype,AutisticLikeBehavior,Introduction,5022661
DravetSyndrome,hasPrematureMortality,PrematureDeath,Introduction,5022661
DravetSyndrome,hasAssociatedMutationIn,SCN1A,Introduction,5022661
SCN1A,encodes,NaV1.1,Introduction,5022661
NaV1.1,isA,VoltageGatedSodiumChannel,Introduction,5022661
VoltageGatedSodiumChannel,hasFunction,InitiationOfActionPotential,Introduction,5022661
VoltageGatedSodiumChannel,hasFunction,PropagationOfActionPotential,Introduction,5022661
VoltageGatedSodiumChannel,hasFunction,AmplificationOfSubthresholdSynapticEvent,Introduction,5022661
SCN1ALossOfFunctionMutation,isCausedBy,TruncationMutation,Introduction,5022661
SCN1ALossOfFunctionMutation,causes,DravetSyndrome,Introduction,5022661
DravetSyndrome,hasAgeOfOnset,FirstYearOfLife,Introduction,5022661
Seizure,isInducedBy,Fever,Introduction,5022661
DravetSyndrome,hasPhenotype,ProlongedRefractorySeizure,Introduction,5022661
DravetSyndrome,hasPhenotype,StatusEpilepticus,Introduction,5022661
DravetSyndrome,hasPhenotype,PsychomotorDelay,Introduction,5022661
DravetSyndrome,hasPhenotype,Ataxia,Introduction,5022661
DravetSyndrome,hasPhenotype,CognitiveImpairment,Introduction,5022661
DravetSyndrome,hasPhenotype,SocialInteractionDeficit,Introduction,5022661
NaV1.1Deletion,selectivelyImpairs,GABAergicInterneuronExcitability,Introduction,5022661
ReducedGABAergicInterneuronExcitability,causes,Disinhibition,Introduction,5022661
Disinhibition,causes,NetworkHyperexcitability,Introduction,5022661
NetworkHyperexcitability,causes,Epilepsy,Introduction,5022661
ParvalbuminInterneuron,isA,GABAergicInterneuron,Introduction,5022661
SomatostatinInterneuron,isA,GABAergicInterneuron,Introduction,5022661
LayerVParvalbuminInterneuron,controls,PyramidalNeuronSpikeOutput,Introduction,5022661
SomatostatinMartinottiCell,targets,DistalDendriteOfPyramidalNeuron,Introduction,5022661
ParvalbuminInterneuron,targets,PerisomaticRegionOfPyramidalNeuron,Introduction,5022661
Rubinstein2015Study,investigatesContributionOf,ParvalbuminInterneuron,Introduction,5022661
Rubinstein2015Study,investigatesContributionOf,SomatostatinInterneuron,Introduction,5022661
Rubinstein2015Study,investigatesContributionOf,Nav1.1Haploinsufficiency,Introduction,5022661
Rubinstein2015Study,dissects,DravetSyndromePhenotype,Introduction,5022661
ConditionalGeneDeletion,targets,Scn1a,Methods,5022661
Scn1aFloxedAllele,enables,CreDependentDeletion,Methods,5022661
PVCre,drivesDeletionIn,ParvalbuminInterneuron,Methods,5022661
SSTCre,drivesDeletionIn,SomatostatinInterneuron,Methods,5022661
PVandSSTCre,drivesDeletionIn,ParvalbuminInterneuron,Methods,5022661
PVandSSTCre,drivesDeletionIn,SomatostatinInterneuron,Methods,5022661
PV_DS_Mouse,hasGenotype,PVCre_Scn1aFloxPlus,Methods,5022661
SST_DS_Mouse,hasGenotype,SSTCre_Scn1aFloxPlus,Methods,5022661
PV_SST_DS_Mouse,hasGenotype,PVCre_SSTCre_Scn1aFloxPlus,Methods,5022661
PVCreCre_DS_Mouse,increases,CreExpressionInParvalbuminInterneuron,Methods,5022661
Scn1aFloxFlox_PV_Mouse,hasGenotype,PVCre_Scn1aFloxFlox,Methods,5022661
Scn1aFloxFlox_SST_Mouse,hasGenotype,SSTCre_Scn1aFloxFlox,Methods,5022661
Scn1aFloxFlox_PV_SST_Mouse,hasGenotype,PVCre_SSTCre_Scn1aFloxFlox,Methods,5022661
tdTomatoReporter,labels,CreExpressingNeuron,Methods,5022661
WholeCellPatchClamp,recordsFrom,LayerVCorticalInterneuron,Methods,5022661
WholeCellPatchClamp,measures,ActionPotentialThreshold,Methods,5022661
WholeCellPatchClamp,measures,Rheobase,Methods,5022661
WholeCellPatchClamp,measures,ActionPotentialTrainFidelity,Methods,5022661
SpontaneousSynapticRecording,recordsFrom,LayerVPyramidalNeuron,Methods,5022661
